cod;rubro;eq1;eq2;marca;modelo;detalle;descripcion;venta;costo;fecha
1883;BOMBA AGUA;87;;PERKINS;Perkins;PERKINS 6 - 354 CON POLEA;Bomba de agua reparada;$ 14.995,00;$ 11.108,00;26/4/2023
1884;BOMBA AGUA;110;;PERKINS;Perkins;PERKINS 6 - 354 SIN POLEA;Bomba de agua reparada;$ 12.825,00;$ 9.499,00;26/4/2023
1885;BOMBA AGUA;133;;PERKINS;Perkins;PERKINS 4 - 203 SIN POLEA (Eje de 15 mm);Bomba de agua reparada;$ 8.510,00;$ 6.304,00;26/4/2023
1886;BOMBA AGUA;133;;PERKINS;Perkins;PERKINS 6 - 305 SIN POLEA (Eje de 15 mm);Bomba de agua reparada;$ 8.510,00;$ 6.304,00;26/4/2023
1887;BOMBA AGUA;186;;PERKINS;Perkins;PERKINS 4 - 203 POTENCIADO C/ POLEA (Eje de 20 mm);Bomba de agua reparada;$ 10.375,00;$ 7.684,00;26/4/2023
1888;BOMBA AGUA;186;;PERKINS;Perkins;PERKINS 6 - 305 POTENCIADO C/ POLEA (Eje de 20 mm);Bomba de agua reparada;$ 10.375,00;$ 7.684,00;26/4/2023
1889;BOMBA AGUA;253;;PERKINS;Perkins;PERKINS 4 - 236 MF 1485 Motor MAXION;Bomba de agua reparada;$ 12.025,00;$ 8.906,00;26/4/2023
1890;BOMBA AGUA;253;;PERKINS;Perkins;PERKINS 4 - 236 MF 1499 Motor MAXION;Bomba de agua reparada;$ 12.025,00;$ 8.906,00;26/4/2023
1891;BOMBA AGUA;492;;PERKINS;Perkins;PERKINS 4 - 203 POTENCIADO S/ POLEA (Eje de 20 mm);Bomba de agua reparada;$ 9.605,00;$ 7.115,00;26/4/2023
1892;BOMBA AGUA;492;;PERKINS;Perkins;PERKINS 6 - 305 POTENCIADO S/ POLEA (Eje de 20 mm);Bomba de agua reparada;$ 9.605,00;$ 7.115,00;26/4/2023
1893;BOMBA AGUA;540;;PERKINS;Perkins;PERKINS 6 - 354 FASE 4 VEHICULAR S/ POLEA;Bomba de agua reparada;$ 22.510,00;$ 16.674,00;26/4/2023
1894;BOMBA AGUA;563;;PERKINS;Perkins;PERKINS TURBO 4 - 3.3Lts.  S/ POLEA;Bomba de agua reparada;$ 10.830,00;$ 8.022,00;26/4/2023
1895;BOMBA AGUA;0563/1;;PERKINS;Perkins;PERKINS TURBO 4 - 3.3Lts.  C/ POLEA 1 VIA;Bomba de agua reparada;$ 10.830,00;$ 8.022,00;26/4/2023
1896;BOMBA AGUA;0563/2;;PERKINS;Perkins;PERKINS TURBO 4 - 3.3Lts. C/ POLEA 2 VIAS;Bomba de agua reparada;$ 10.830,00;$ 8.022,00;26/4/2023
1897;BOMBA AGUA;618;;PERKINS;Perkins;PERKINS 4 - 236 CON POLEA (h/ 64,5mm);Bomba de agua reparada;$ 13.540,00;$ 10.031,00;26/4/2023
1898;BOMBA AGUA;619;;PERKINS;Perkins;PERKINS 4 - 236 CON POLEA (h/ 82,3mm);Bomba de agua reparada;$ 14.995,00;$ 11.108,00;26/4/2023
1899;BOMBA AGUA;620;;PERKINS;Perkins;6-354 Fase 4 Vehicular C/TURBO 2001(Con 3 salidas de agua);Bomba de agua reparada;$ 21.005,00;$ 15.561,00;26/4/2023
1900;BOMBA AGUA;577;;PEUGEOT;106;XR 1.400c.c. (Polea 20 dientes);Bomba de agua nueva;$ 10.275,00;$ 7.611,00;26/4/2023
1901;BOMBA AGUA;724;;PEUGEOT;106;1.6 Mod. 00/… (Polea 19 dientes);Bomba de agua nueva;$ 10.975,00;$ 8.131,00;26/4/2023
1902;BOMBA AGUA;728;;PEUGEOT;106;1.1 - 1.4 Motor TU 3 JP (Polea 18 dientes);Bomba de agua nueva;$ 10.095,00;$ 7.478,00;26/4/2023
1903;BOMBA AGUA;577;;PEUGEOT;106;XR 1.400c.c. (Polea 20 dientes);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1904;BOMBA AGUA;724;;PEUGEOT;106;1.6 Mod. 00/… (Polea 19 dientes);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1905;BOMBA AGUA;728;;PEUGEOT;106;1.1 - 1.4 Motor TU 3 JP (Polea 18 dientes);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1906;BOMBA AGUA;238;;PEUGEOT;205; GL - GLI;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1907;BOMBA AGUA;0238D;;PEUGEOT;205;1.9 GLD;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1908;BOMBA AGUA;239;;PEUGEOT;205;GL - GLI;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1909;BOMBA AGUA;0239D;;PEUGEOT;205;1.9 GLD;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1910;BOMBA AGUA;541;;PEUGEOT;205;PEUGEOT 205 XSI Motor 1.400c.c. (Polea 20 dientes);Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1911;BOMBA AGUA;577;;PEUGEOT;205;XS 1.400c.c. (Polea 20 dientes);Bomba de agua nueva;$ 10.275,00;$ 7.611,00;26/4/2023
1912;BOMBA AGUA;238;;PEUGEOT;205; GL - GLI;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1913;BOMBA AGUA;0238D;;PEUGEOT;205;1.9 GLD;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1914;BOMBA AGUA;239;;PEUGEOT;205;GL - GLI;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1915;BOMBA AGUA;0239D;;PEUGEOT;205;1.9 GLD;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1916;BOMBA AGUA;541;;PEUGEOT;205;PEUGEOT 205 XSI Motor 1.400c.c. (Polea 20 dientes);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1917;BOMBA AGUA;577;;PEUGEOT;205;XS 1.400c.c. (Polea 20 dientes);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1918;BOMBA AGUA;835;;PEUGEOT;206;2.0 16V (EW10J4-DEW10J4) Mod. 00/… (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua nueva;$ 21.855,00;$ 16.190,00;26/4/2023
1919;BOMBA AGUA;836;;PEUGEOT;206;2.0 16V (EW10J4-DEW10J4) Mod. 00/… (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de fijacion;Bomba de agua nueva;$ 24.210,00;$ 17.932,00;26/4/2023
1920;BOMBA AGUA;669;;PEUGEOT;206;1.6 HDI 16V Motor DW 6 TD (Polea 21 dientes);Bomba de agua nueva;$ 14.115,00;$ 10.454,00;26/4/2023
1921;BOMBA AGUA;687;;PEUGEOT;206;Motor 2.0 16V (Polea 20 dientes);Bomba de agua nueva;$ 21.530,00;$ 15.948,00;26/4/2023
1922;BOMBA AGUA;724;;PEUGEOT;206;1.6 (Polea 19 dientes);Bomba de agua nueva;$ 10.975,00;$ 8.131,00;26/4/2023
1923;BOMBA AGUA;835;;PEUGEOT;206;2.0 16V (EW10J4-DEW10J4) Mod. 00/… (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
1924;BOMBA AGUA;836;;PEUGEOT;206;2.0 16V (EW10J4-DEW10J4) Mod. 00/… (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de fijacion;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
1925;BOMBA AGUA;669;;PEUGEOT;206;1.6 HDI 16V Motor DW 6 TD (Polea 21 dientes);Bomba de agua reparada;$ 9.850,00;$ 7.296,00;26/4/2023
1926;BOMBA AGUA;687;;PEUGEOT;206;Motor 2.0 16V (Polea 20 dientes);Bomba de agua reparada;$ 10.895,00;$ 8.071,00;26/4/2023
1927;BOMBA AGUA;724;;PEUGEOT;206;1.6 (Polea 19 dientes);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1928;BOMBA AGUA;820;;PEUGEOT;207;1.4 16V Mot. EP3 Mod. 07/…-1.6 16V Mot. EP6 Mod. 07/…;Bomba de agua nueva;$ 18.475,00;$ 13.685,00;26/4/2023
1929;BOMBA AGUA;669;;PEUGEOT;207;Compact 1.6 HDI 16V Motor DW 6 TD (Polea 21 dientes);Bomba de agua nueva;$ 14.115,00;$ 10.454,00;26/4/2023
1930;BOMBA AGUA;687;;PEUGEOT;207;Compact  Motor 2.0 16V (Polea 20 dientes);Bomba de agua nueva;$ 21.530,00;$ 15.948,00;26/4/2023
1931;BOMBA AGUA;820;;PEUGEOT;207;1.4 16V Mot. EP3 Mod. 07/…-1.6 16V Mot. EP6 Mod. 07/…;Bomba de agua reparada;$ 11.955,00;$ 8.857,00;26/4/2023
1932;BOMBA AGUA;669;;PEUGEOT;207;Compact 1.6 HDI 16V Motor DW 6 TD (Polea 21 dientes);Bomba de agua reparada;$ 9.850,00;$ 7.296,00;26/4/2023
1933;BOMBA AGUA;687;;PEUGEOT;207;Compact  Motor 2.0 16V (Polea 20 dientes);Bomba de agua reparada;$ 10.895,00;$ 8.071,00;26/4/2023
1934;BOMBA AGUA;238;;PEUGEOT;306;XR;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1935;BOMBA AGUA;0238D;;PEUGEOT;306;XRD;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1936;BOMBA AGUA;0238DT;;PEUGEOT;306;TURBO DIESEL ;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1937;BOMBA AGUA;239;;PEUGEOT;306;XR;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1938;BOMBA AGUA;0239D;;PEUGEOT;306;XRD;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1939;BOMBA AGUA;541;;PEUGEOT;306;PEUGEOT 306 XSI Motor 1.600c.c.(Polea 20 dientes);Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1940;BOMBA AGUA;238;;PEUGEOT;306;XR;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1941;BOMBA AGUA;0238D;;PEUGEOT;306;XRD;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1942;BOMBA AGUA;0238DT;;PEUGEOT;306;TURBO DIESEL ;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1943;BOMBA AGUA;239;;PEUGEOT;306;XR;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1944;BOMBA AGUA;0239D;;PEUGEOT;306;XRD;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1945;BOMBA AGUA;541;;PEUGEOT;306;PEUGEOT 306 XSI Motor 1.600c.c.(Polea 20 dientes);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1946;BOMBA AGUA;835;;PEUGEOT;307;2.0 16V (EW10J4-DEW10J4) Mod. 99/04 (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua nueva;$ 21.855,00;$ 16.190,00;26/4/2023
1947;BOMBA AGUA;836;;PEUGEOT;307;2.0 16V (EW10J4-DEW10J4) Mod. 99/04  (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de ;Bomba de agua nueva;$ 24.210,00;$ 17.932,00;26/4/2023
1948;BOMBA AGUA;687;;PEUGEOT;307;Motor 2.0 16V (Polea 20 dientes);Bomba de agua nueva;$ 21.530,00;$ 15.948,00;26/4/2023
1949;BOMBA AGUA;835;;PEUGEOT;307;2.0 16V (EW10J4-DEW10J4) Mod. 99/04 (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
1950;BOMBA AGUA;836;;PEUGEOT;307;2.0 16V (EW10J4-DEW10J4) Mod. 99/04  (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de ;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
1951;BOMBA AGUA;687;;PEUGEOT;307;Motor 2.0 16V (Polea 20 dientes);Bomba de agua reparada;$ 10.895,00;$ 8.071,00;26/4/2023
1952;BOMBA AGUA;820;;PEUGEOT;308;1.6 THP 16V Mot. EP6DT Mod. 06/… - 1.6 THP 16V Mot. EP6DTS Mod. 07/… - 1.6 16V Mot. EP6 Mod. 07/…;Bomba de agua nueva;$ 18.475,00;$ 13.685,00;26/4/2023
1953;BOMBA AGUA;820;;PEUGEOT;308;1.6 THP 16V Mot. EP6DT Mod. 06/… - 1.6 THP 16V Mot. EP6DTS Mod. 07/… - 1.6 16V Mot. EP6 Mod. 07/…;Bomba de agua reparada;$ 11.955,00;$ 8.857,00;26/4/2023
1954;BOMBA AGUA;44;;PEUGEOT;404;Pick Up - DIESEL Motor INDENOR 4.88 Mod. 72/80;Bomba de agua nueva;$ 14.750,00;$ 10.926,00;26/4/2023
1955;BOMBA AGUA;76;;PEUGEOT;404;PEUGEOT 404 Motor 1.600c.c. Mod. 66/80;Bomba de agua nueva;$ 11.565,00;$ 8.567,00;26/4/2023
1956;BOMBA AGUA;76;;PEUGEOT;404;PEUGEOT 404 Pick up Motor 1.600c.c. Mod. 70/80;Bomba de agua nueva;$ 11.565,00;$ 8.567,00;26/4/2023
1957;BOMBA AGUA;44;;PEUGEOT;404;Pick Up - DIESEL Motor INDENOR 4.88 Mod. 72/80;Bomba de agua reparada;$ 8.660,00;$ 6.413,00;26/4/2023
1958;BOMBA AGUA;76;;PEUGEOT;404;PEUGEOT 404 Motor 1.600c.c. Mod. 66/80;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
1959;BOMBA AGUA;76;;PEUGEOT;404;PEUGEOT 404 Pick up Motor 1.600c.c. Mod. 70/80;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
1960;BOMBA AGUA;238;;PEUGEOT;405;GL - GLI - SR - SRI ;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1961;BOMBA AGUA;0238D;;PEUGEOT;405;GLD - SRD;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1962;BOMBA AGUA;239;;PEUGEOT;405;GL - GLI - SR - SRI ;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1963;BOMBA AGUA;0239D;;PEUGEOT;405;GLD - SRD;Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
1964;BOMBA AGUA;238;;PEUGEOT;405;GL - GLI - SR - SRI ;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1965;BOMBA AGUA;0238D;;PEUGEOT;405;GLD - SRD;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1966;BOMBA AGUA;239;;PEUGEOT;405;GL - GLI - SR - SRI ;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1967;BOMBA AGUA;0239D;;PEUGEOT;405;GLD - SRD;Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
1968;BOMBA AGUA;687;;PEUGEOT;406;Motor 2.0 16V (Polea 20 dientes);Bomba de agua nueva;$ 21.530,00;$ 15.948,00;26/4/2023
1969;BOMBA AGUA;688;;PEUGEOT;406;2.1 TURBO DIESEL  (Polea 20 dientes);Bomba de agua nueva;$ 20.175,00;$ 14.944,00;26/4/2023
1970;BOMBA AGUA;725;;PEUGEOT;406;3.0Lts. 24Val. Motor 9 J 4;Bomba de agua nueva;$ 32.640,00;$ 24.176,00;26/4/2023
1971;BOMBA AGUA;772;;PEUGEOT;406;HDI 2.2 16V Mod. 02/…;Bomba de agua nueva;$ 22.510,00;$ 16.674,00;26/4/2023
1972;BOMBA AGUA;687;;PEUGEOT;406;Motor 2.0 16V (Polea 20 dientes);Bomba de agua reparada;$ 10.895,00;$ 8.071,00;26/4/2023
1973;BOMBA AGUA;688;;PEUGEOT;406;2.1 TURBO DIESEL  (Polea 20 dientes);Bomba de agua reparada;$ 10.895,00;$ 8.071,00;26/4/2023
1974;BOMBA AGUA;725;;PEUGEOT;406;3.0Lts. 24Val. Motor 9 J 4;Bomba de agua reparada;$ 14.995,00;$ 11.108,00;26/4/2023
1975;BOMBA AGUA;772;;PEUGEOT;406;HDI 2.2 16V Mod. 02/…;Bomba de agua reparada;$ 13.445,00;$ 9.958,00;26/4/2023
1976;BOMBA AGUA;835;;PEUGEOT;407;1.8-2.0 16V (EW7J4-EW10J4) Mod. 04/… (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua nueva;$ 21.855,00;$ 16.190,00;26/4/2023
1977;BOMBA AGUA;836;;PEUGEOT;407;1.8-2.0 16V (EW7J4-EW10J4) Mod. 04/…  (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de ;Bomba de agua nueva;$ 24.210,00;$ 17.932,00;26/4/2023
1978;BOMBA AGUA;835;;PEUGEOT;407;1.8-2.0 16V (EW7J4-EW10J4) Mod. 04/… (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
1979;BOMBA AGUA;836;;PEUGEOT;407;1.8-2.0 16V (EW7J4-EW10J4) Mod. 04/…  (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de ;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
1980;BOMBA AGUA;44;;PEUGEOT;504;DIESEL Motor INDENOR 4.88 Mod. 80/83;Bomba de agua nueva;$ 14.750,00;$ 10.926,00;26/4/2023
1981;BOMBA AGUA;76;;PEUGEOT;504;PEUGEOT 504 Motor 1.600c.c. Mod. 74/78;Bomba de agua nueva;$ 11.565,00;$ 8.567,00;26/4/2023
1982;BOMBA AGUA;0132-0B;;PEUGEOT;504;Pick Up - Motor 2.000c.c. 0 BULBO;Bomba de agua nueva;$ 11.695,00;$ 8.664,00;26/4/2023
1983;BOMBA AGUA;0132-1B;;PEUGEOT;504;Pick Up - Motor 2.000c.c. 1 BULBO;Bomba de agua nueva;$ 11.695,00;$ 8.664,00;26/4/2023
1984;BOMBA AGUA;0132-2B;;PEUGEOT;504;Pick Up - Motor 2.000c.c. 2 BULBOS;Bomba de agua nueva;$ 11.695,00;$ 8.664,00;26/4/2023
1985;BOMBA AGUA;146;;PEUGEOT;504;Pick Up - DIESEL Motor INDENOR XD-2 Mod. 84/00;Bomba de agua nueva;$ 12.825,00;$ 9.499,00;26/4/2023
1986;BOMBA AGUA;426;;PEUGEOT;504;Pick up DIESEL Motor XD-3 Mod. 92/97;Bomba de agua nueva;$ 17.820,00;$ 13.201,00;26/4/2023
1987;BOMBA AGUA;44;;PEUGEOT;504;DIESEL Motor INDENOR 4.88 Mod. 80/83;Bomba de agua reparada;$ 8.660,00;$ 6.413,00;26/4/2023
1988;BOMBA AGUA;76;;PEUGEOT;504;PEUGEOT 504 Motor 1.600c.c. Mod. 74/78;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
1989;BOMBA AGUA;0132-0B;;PEUGEOT;504;Pick Up - Motor 2.000c.c. 0 BULBO;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
1990;BOMBA AGUA;0132-1B;;PEUGEOT;504;Pick Up - Motor 2.000c.c. 1 BULBO;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
1991;BOMBA AGUA;0132-2B;;PEUGEOT;504;Pick Up - Motor 2.000c.c. 2 BULBOS;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
1992;BOMBA AGUA;146;;PEUGEOT;504;Pick Up - DIESEL Motor INDENOR XD-2 Mod. 84/00;Bomba de agua reparada;$ 8.820,00;$ 6.534,00;26/4/2023
1993;BOMBA AGUA;426;;PEUGEOT;504;Pick up DIESEL Motor XD-3 Mod. 92/97;Bomba de agua reparada;$ 10.750,00;$ 7.962,00;26/4/2023
1994;BOMBA AGUA;0132-0B;;PEUGEOT;505;Motor 2.000c.c. 0 BULBO;Bomba de agua nueva;$ 11.695,00;$ 8.664,00;26/4/2023
1995;BOMBA AGUA;0132-1B;;PEUGEOT;505;Motor 2.000c.c. 1 BULBO;Bomba de agua nueva;$ 11.695,00;$ 8.664,00;26/4/2023
1996;BOMBA AGUA;0132-2B;;PEUGEOT;505;PEUGEOT 505 Motor 2.000c.c. 2 BULBOS;Bomba de agua nueva;$ 11.695,00;$ 8.664,00;26/4/2023
1997;BOMBA AGUA;146;;PEUGEOT;505;DIESEL Motor INDENOR XD-3 Mod. 86/90;Bomba de agua nueva;$ 12.825,00;$ 9.499,00;26/4/2023
1998;BOMBA AGUA;426;;PEUGEOT;505;DIESEL Motor XD-3 Mod. 91/95;Bomba de agua nueva;$ 17.820,00;$ 13.201,00;26/4/2023
1999;BOMBA AGUA;542;;PEUGEOT;505;PEUGEOT 505 SRI 2.2Lts. Motor RENAULT;Bomba de agua nueva;$ 26.220,00;$ 19.421,00;26/4/2023
2000;BOMBA AGUA;0132-0B;;PEUGEOT;505;Motor 2.000c.c. 0 BULBO;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
2001;BOMBA AGUA;0132-1B;;PEUGEOT;505;Motor 2.000c.c. 1 BULBO;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
2002;BOMBA AGUA;0132-2B;;PEUGEOT;505;PEUGEOT 505 Motor 2.000c.c. 2 BULBOS;Bomba de agua reparada;$ 8.300,00;$ 6.147,00;26/4/2023
2003;BOMBA AGUA;146;;PEUGEOT;505;DIESEL Motor INDENOR XD-3 Mod. 86/90;Bomba de agua reparada;$ 8.820,00;$ 6.534,00;26/4/2023
2004;BOMBA AGUA;426;;PEUGEOT;505;DIESEL Motor XD-3 Mod. 91/95;Bomba de agua reparada;$ 10.750,00;$ 7.962,00;26/4/2023
2005;BOMBA AGUA;542;;PEUGEOT;505;PEUGEOT 505 SRI 2.2Lts. Motor RENAULT;Bomba de agua reparada;$ 10.895,00;$ 8.071,00;26/4/2023
2006;BOMBA AGUA;688;;PEUGEOT;605;2.1 TURBO DIESEL  (Polea 20 dientes);Bomba de agua nueva;$ 20.175,00;$ 14.944,00;26/4/2023
2007;BOMBA AGUA;688;;PEUGEOT;605;2.1 TURBO DIESEL  (Polea 20 dientes);Bomba de agua reparada;$ 10.895,00;$ 8.071,00;26/4/2023
2008;BOMBA AGUA;729;;PEUGEOT;607;3.0Lts. V6;Bomba de agua nueva;$ 32.640,00;$ 24.176,00;26/4/2023
2009;BOMBA AGUA;729;;PEUGEOT;607;3.0Lts. V6;Bomba de agua reparada;$ 20.190,00;$ 14.956,00;26/4/2023
2010;BOMBA AGUA;837;;PEUGEOT;Boxer;2.2 HDI Mot. DW12TED-4HU Mod. 06/…;Bomba de agua nueva;$ 57.155,00;$ 42.338,00;26/4/2023
2011;BOMBA AGUA;726;;PEUGEOT;BOXER;2.4 - 2.5 TURBO DIESEL Mod. 97/…(Con polea 4 PK);Bomba de agua nueva;$ 34.270,00;$ 25.386,00;26/4/2023
2012;BOMBA AGUA;727;;PEUGEOT;BOXER;2.4 - 2.5 TURBO DIESEL Mod. 98/… (Con polea 3 PK);Bomba de agua nueva;$ 34.270,00;$ 25.386,00;26/4/2023
2013;BOMBA AGUA;896;;PEUGEOT;Boxer;2.3 16V HDI - 2.3 JTD MDT Mod. 10/...;Bomba de agua nueva;$ 43.730,00;$ 32.392,00;26/4/2023
2014;BOMBA AGUA;837;;PEUGEOT;Boxer;2.2 HDI Mot. DW12TED-4HU Mod. 06/…;Bomba de agua reparada;$ 22.790,00;$ 16.880,00;26/4/2023
2015;BOMBA AGUA;837;;PEUGEOT;Boxer;2.2 HDI Mot. DW12TED-4HU Mod. 06/…;Bomba de agua reparada;$ 22.790,00;$ 16.880,00;26/4/2023
2016;BOMBA AGUA;726;;PEUGEOT;BOXER;2.4 - 2.5 TURBO DIESEL Mod. 97/…(Con polea 4 PK);Bomba de agua reparada;$ 20.190,00;$ 14.956,00;26/4/2023
2017;BOMBA AGUA;727;;PEUGEOT;BOXER;2.4 - 2.5 TURBO DIESEL Mod. 98/… (Con polea 3 PK);Bomba de agua reparada;$ 20.355,00;$ 15.077,00;26/4/2023
2018;BOMBA AGUA;896;;PEUGEOT;Boxer;2.3 16V HDI - 2.3 JTD MDT Mod. 10/...;Bomba de agua reparada;$ 18.670,00;$ 13.830,00;26/4/2023
2019;BOMBA AGUA;820;;PEUGEOT;Coupe;RCZ 1.6 16V THP Mot. EP6DTS Mod. 10/…;Bomba de agua nueva;$ 18.475,00;$ 13.685,00;26/4/2023
2020;BOMBA AGUA;820;;PEUGEOT;Coupe;RCZ 1.6 16V THP Mot. EP6DTS Mod. 10/…;Bomba de agua reparada;$ 11.955,00;$ 8.857,00;26/4/2023
2021;BOMBA AGUA;835;;PEUGEOT;Expert;2.0 16V (EW10J4) (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua nueva;$ 21.855,00;$ 16.190,00;26/4/2023
2022;BOMBA AGUA;836;;PEUGEOT;Expert;2.0 16V (EW10J4)  (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de ;Bomba de agua nueva;$ 24.210,00;$ 17.932,00;26/4/2023
2023;BOMBA AGUA;835;;PEUGEOT;Expert;2.0 16V (EW10J4) (Polea de 20 dientes-Turbina de 55mm) Para contracuerpo de 6 agujeros de fijacion;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
2024;BOMBA AGUA;836;;PEUGEOT;Expert;2.0 16V (EW10J4)  (Polea de 20 dientes-Turbina de 61mm) Para contracuerpo de 4 agujeros de ;Bomba de agua reparada;$ 11.385,00;$ 8.434,00;26/4/2023
2025;BOMBA AGUA;238;;PEUGEOT;Partner;1.8 NAFTA (Cuerpo c/solapa-Turbina DI 60mm);Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
2026;BOMBA AGUA;0238D;;PEUGEOT;Partner;Motor XUD-9 1.9 DIESEL (Cuerpo c/solapa-Turbina DI 68mm);Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
2027;BOMBA AGUA;0238DT;;PEUGEOT;Partner;TURBO DIESEL (Cuerpo c/media solapa-Turbina DI 70mm);Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
2028;BOMBA AGUA;239;;PEUGEOT;Partner;1.8 NAFTA (Cuerpo s/solapa-Turbina DI 60mm);Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
2029;BOMBA AGUA;0239D;;PEUGEOT;Partner;Motor XUD-9 1.9 DIESEL (Cuerpo s/solapa-Turbina DI 68mm);Bomba de agua nueva;$ 10.390,00;$ 7.696,00;26/4/2023
2030;BOMBA AGUA;728;;PEUGEOT;Partner;1.4 Motor TU 3 JP (Polea 18 dientes);Bomba de agua nueva;$ 10.095,00;$ 7.478,00;26/4/2023
2031;BOMBA AGUA;238;;PEUGEOT;Partner;1.8 NAFTA (Cuerpo c/solapa-Turbina DI 60mm);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
2032;BOMBA AGUA;0238D;;PEUGEOT;Partner;Motor XUD-9 1.9 DIESEL (Cuerpo c/solapa-Turbina DI 68mm);Bomba de agua reparada;$ 6.730,00;$ 4.985,00;26/4/2023
