cod;rubro;eq1;eq2;marca;modelo;detalle;descripcion;venta;costo;fecha
1;ACOPLE;99;7537;CHEVROLET;400;Año 66/82;Acople extremo c/ abrazadera 5/8 x 18;$ 3.145,00;$ 2.330,00;3/5/2023
2;ACOPLE;765;7678;CHEVROLET;400;Año 66/78;Acople extremo c/ abrazaderas 11/16 x 18;$ 2.905,00;$ 2.150,00;3/5/2023
3;ACOPLE;761;7621;CHEVROLET;Apache;Año 57/62;Acople extremo;$ 3.645,00;$ 2.700,00;3/5/2023
4;ACOPLE;762;7624;CHEVROLET;Brava;Año 63/72;Acople extremo;$ 2.725,00;$ 2.020,00;3/5/2023
5;ACOPLE;765;7678;CHEVROLET;C10;Año 73/78;Acople extremo;$ 2.905,00;$ 2.150,00;3/5/2023
6;ACOPLE;762;7624;CHEVROLET;Chevy;Año 69/78;Acople con abrazaderas l=160mm 5/8 x 18;$ 2.725,00;$ 2.020,00;3/5/2023
7;ACOPLE;765;7678;CHEVROLET;Silverado;Año 85/91;Acople extremo;$ 2.905,00;$ 2.150,00;3/5/2023
8;ACOPLE;763;7747;DODGE;Polara;Año 68/80;Acople con abrazaderas (210mm) R.H 9/16 x 18;$ 3.580,00;$ 2.650,00;3/5/2023
9;ACOPLE;763;7747;DODGE;Valiant;Año 68/80;Acople con abrazaderas (210mm) R.H 9/16 x 18;$ 3.580,00;$ 2.650,00;3/5/2023
10;ACOPLE;766;7597;FIAT;125;Año 64/71;Acople con abrazaderas l=290mm R.H 16 x 1.0;$ 4.210,00;$ 3.120,00;3/5/2023
11;ACOPLE;764;7598;FIAT;125;Año 64/71;Acople con abrazaderas l=75mm R.H 16 x 1.0;$ 2.455,00;$ 1.820,00;3/5/2023
12;ACOPLE;770;7584;FIAT;600;Año 64/82;Acople con abrazaderas l=245mm R.H 14 x 1.0;$ 3.850,00;$ 2.850,00;3/5/2023
13;ACOPLE;766;7597;FIAT;1500;Año 64/71;Acople con abrazaderas l=290mm R.H 16 x 1.0;$ 4.210,00;$ 3.120,00;3/5/2023
14;ACOPLE;764;7598;FIAT;1500;Año 64/71;Acople con abrazaderas l=75mm R.H 16 x 1.0;$ 2.455,00;$ 1.820,00;3/5/2023
15;ACOPLE;766;7597;FIAT;1600;Año 64/71;Acople con abrazaderas l=290mm R.H 16 x 1.0;$ 4.210,00;$ 3.120,00;3/5/2023
16;ACOPLE;764;7598;FIAT;1600;Año 64/71;Acople con abrazaderas l=75mm R.H 16 x 1.0;$ 2.455,00;$ 1.820,00;3/5/2023
17;ACOPLE;759;9407;FORD;F100;Twin i beam / Duty - Año 99/…;Acople barra central con abrazaderas;$ 4.900,00;$ 3.630,00;3/5/2023
18;ACOPLE;758;9406;FORD;F100;Twin i beam / Duty - Año 99/…;Acople barra lateral con abrazaderas;$ 3.320,00;$ 2.460,00;3/5/2023
19;ACOPLE;757;7549;FORD;F100;Twin i beam - Año 77/84;Acople con abrazaderas l=115mm r.h 7/8 x 18;$ 3.175,00;$ 2.350,00;3/5/2023
20;ACOPLE;9683;9683;FORD;F100;Twin 1000 Kg;"Acople de barra central 1""x16 Hilos 200mm";$ 6.590,00;$ 4.880,00;3/5/2023
21;ACOPLE;9686;9686;FORD;F100;Twin 1000 Kg;Acople de barra lateral 7/8x16 Hilos 145 mm;$ 3.565,00;$ 2.640,00;3/5/2023
22;ACOPLE;9683;9683;FORD;F150;Twin 1000 Kg;"Acople de barra central 1""x16 Hilos 200mm";$ 6.590,00;$ 4.880,00;3/5/2023
23;ACOPLE;9686;9686;FORD;F150;Twin 1000 Kg;"Acople de barra central 1""x16 Hilos 200mm";$ 3.565,00;$ 2.640,00;3/5/2023
24;ACOPLE;757;7549;FORD;F250;Twin i beam - Año 77/84;Acople con abrazaderas l=115mm r. hembra 7/8 x 18;$ 3.175,00;$ 2.350,00;3/5/2023
25;ACOPLE;757;7549;FORD;F350;Twin i beam - Año 77/84;Acople con abrazaderas l=115mm r.h 7/8 x 18;$ 3.175,00;$ 2.350,00;3/5/2023
26;ACOPLE;760;7908;FORD;F350;Twin i beam - Año 70/84;"Acople con abrazaderas l=140mm r.h 1"" x 18";$ 5.200,00;$ 3.850,00;3/5/2023
27;ACOPLE;757;7549;FORD;F400;Twin i beam - Año 77/84;Acople con abrazaderas l=115mm r. hembra 7/8 x 18;$ 3.175,00;$ 2.350,00;3/5/2023
28;ACOPLE;765;7678;FORD;Falcon;Año 70/92;Acople con abrazaderas 120mm r.h 11/16 x 18;$ 2.905,00;$ 2.150,00;3/5/2023
29;ACOPLE;774;7669;FORD;Falcon;Año 62/66;Acople con abrazaderas 150mm r.h 1/2 x 20;$ 2.675,00;$ 1.980,00;3/5/2023
30;ACOPLE;769;7675;FORD;Falcon;Año 67/69;Acople con abrazaderas 150mm r.h 5/8 x 18;$ 3.080,00;$ 2.280,00;3/5/2023
31;ACOPLE;765;7678;RENAULT;Rambler;Año 62/75;Acople con abrazaderas l=120mm r. h 11/16 x 18;$ 2.905,00;$ 2.150,00;3/5/2023
32;ACOPLE;99;7537;RENAULT;Torino;Año 66/82;Acople extremo c/ abrazaderas 5/8 x 18;$ 3.145,00;$ 2.330,00;3/5/2023
33;AMORTIGUADOR;;;FIAT;Palio;plato grande;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
34;AMORTIGUADOR;;;FORD;Mondeo;;Amortiguador reparado Delantero y Trasero;$ 10.125,00;$ 7.500,00;3/5/2023
35;AMORTIGUADOR;;;FORD;Transit;;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
36;AMORTIGUADOR;;;MERCEDES BENZ;Sprinter;;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
37;AMORTIGUADOR;;;PEUGEOT;Boxer;;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
38;AMORTIGUADOR;;;PEUGEOT;Ducato;modelo viejo;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
39;AMORTIGUADOR;;;PEUGEOT;Ducato;modelo nuevo;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
40;AMORTIGUADOR;;;RENAULT;Laguna;modelo nuevo;Amortiguador reparado Delantero;$ 8.990,00;$ 6.660,00;3/5/2023
41;AMORTIGUADOR;;;RENAULT;Master;;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
42;AMORTIGUADOR;;;RENAULT;R21;;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
43;AMORTIGUADOR;;;RENAULT;R21;;Amortiguador reparado Trasero;$ 7.020,00;$ 5.200,00;3/5/2023
44;AMORTIGUADOR;;;RENAULT;R21;con buje nuevo;Amortiguador reparado Trasero;$ 10.125,00;$ 7.500,00;3/5/2023
45;AMORTIGUADOR;;;RENAULT;Trafic;;Amortiguador reparado Delantero;$ 8.990,00;$ 6.660,00;3/5/2023
46;AMORTIGUADOR;;;VARIOS;Comun;Tubulares y MC Pherson;Amortiguador reparado Delantero;$ 7.020,00;$ 5.200,00;3/5/2023
47;AMORTIGUADOR;;;VARIOS;Rally;completo;Amortiguador reparado Delantero;$ 10.125,00;$ 7.500,00;3/5/2023
48;AMORTIGUADOR;;;VARIOS;Rally;solo vastago;Amortiguador reparado Delantero;$ 8.990,00;$ 6.660,00;3/5/2023
49;BARRA;303;DO 225;DODGE;D100;Año 62/80;Barra de mando;$ 6.940,00;$ 5.140,00;26/4/2023
50;BARRA;789;7735;DODGE;D100;Año 57/60;Barra transversal (1210mm) R.H 11/16 x 18;$ 12.935,00;$ 9.580,00;3/5/2023
51;BARRA;771;7736;DODGE;D100;Año 61/62;Barra transversal (1310mm) R.H 11/16 x 18;$ 13.930,00;$ 10.320,00;3/5/2023
52;BARRA;772;7737;DODGE;D100;Año 63/76;Barra transversal (1350mm) R.H 11/16 x 18;$ 14.335,00;$ 10.620,00;3/5/2023
53;BARRA;773;9567;DODGE;D100;Año 77/80;Barra transversal (1380mm) R.H 11/16 x 18;$ 14.580,00;$ 10.800,00;3/5/2023
54;BARRA;303;DO 225;DODGE;D200;Año 62/80;Barra de mando;$ 6.940,00;$ 5.140,00;26/4/2023
55;BARRA;789;7735;DODGE;D200;Año 57/60;Barra transversal (1210mm) R.H 11/16 x 18;$ 12.935,00;$ 9.580,00;3/5/2023
56;BARRA;771;7736;DODGE;D200;Año 61/62;Barra transversal (1310mm) R.H 11/16 x 18;$ 13.930,00;$ 10.320,00;3/5/2023
57;BARRA;772;7737;DODGE;D200;Año 63/76;Barra transversal (1350mm) R.H 11/16 x 18;$ 14.335,00;$ 10.620,00;3/5/2023
58;BARRA;773;9567;DODGE;D200;Año 77/80;Barra transversal (1380mm) R.H 11/16 x 18;$ 14.580,00;$ 10.800,00;3/5/2023
59;BARRA;301;FI 423;FIAT;125;Año 63/82;Barra central l=680mm;$ 9.600,00;$ 7.110,00;26/4/2023
60;BARRA;302;7577;FIAT;600;Año 60/82;Barra central l=420mm;$ 7.845,00;$ 5.810,00;3/5/2023
61;BARRA;301;FI 423;FIAT;1500;Año 63/82;Barra central l=680mm;$ 9.600,00;$ 7.110,00;26/4/2023
62;BARRA;301;FI 423;FIAT;1600;Año 63/82;Barra central l=680mm;$ 9.600,00;$ 7.110,00;26/4/2023
63;BARRA;305C;FO 363;FORD;F100;Twin i beam 1000kg;"Barra cen. corta l=245mm r. macho 1""";$ 5.105,00;$ 3.780,00;26/4/2023
64;BARRA;305L;FO 362;FORD;F100;Twin i beam 1000kg;"Barra cen. larga l=735mm r. macho 1""";$ 9.950,00;$ 7.370,00;26/4/2023
65;BARRA;870;FO 321;FORD;F100;Duty;"Barra central L= 870 mm Rosca 1""";$ 12.085,00;$ 8.950,00;26/4/2023
66;BARRA;300;FO 358;FORD;F100;Twin i beam - Año 66/83;Barra central l=1020mm;$ 12.865,00;$ 9.530,00;26/4/2023
67;BARRA;300A;FO 802;FORD;F100;Twin i beam - Año 83/92;Barra central partida completa (237/A+238/A+757);$ 16.390,00;$ 12.140,00;26/4/2023
68;BARRA;789;7735;FORD;F100;Eje rigido - 57/64;Barra transversal (1200mm) r.h 11/16 x 18;$ 12.935,00;$ 9.580,00;3/5/2023
69;BARRA;305C;FO 363;FORD;F150;Twin i beam 1000kg;"Barra cen. corta l=245mm r. macho 1""";$ 5.105,00;$ 3.780,00;26/4/2023
70;BARRA;305L;FO 362;FORD;F150;Twin i beam 1000kg;"Barra cen. larga l=735mm r. macho 1""";$ 9.950,00;$ 7.370,00;26/4/2023
71;BARRA;788;FO 393;FORD;F250;Twin i beam - Año 78/…;Barra central con ojal;$ 13.190,00;$ 9.770,00;26/4/2023
72;BARRA;300;FO 358;FORD;F350;Twin i beam - Año 66/83;Barra central l=1020mm;$ 12.865,00;$ 9.530,00;26/4/2023
73;BARRA;300A;FO 802;FORD;F350;Twin i beam - Año 66/92;Barra central partida completa (237/a + 23/a + 757);$ 16.390,00;$ 12.140,00;26/4/2023
74;BARRA;871;7694;FORD;F350;Eje rigido - Año 57/67;Barra transversal con abrazaderas;$ 22.300,00;$ 16.520,00;3/5/2023
75;BARRA;788;FO 393;FORD;F400;Twin i beam - Año 78/…;Barra central con ojal;$ 13.190,00;$ 9.770,00;26/4/2023
76;BARRA;404;7674;FORD;Falcon;Año 62/…;Barra central curva;$ 8.250,00;$ 6.110,00;3/5/2023
77;BARRA;340;9690;FORD;Galaxy;Año 88/90;Barra fija direccion mecanica l=555mm;$ 6.940,00;$ 5.140,00;3/5/2023
78;BARRA;341;9309;FORD;Galaxy;;Barra regulable dir. Hidr. Izq. L=555mm (14 x 1.5);$ 15.945,00;$ 11.810,00;3/5/2023
79;BARRA;342;9741;FORD;Galaxy;Año 88/90;Barra regulable dir. Mec. Izq. L=555mm (14 x 1.5);$ 12.905,00;$ 9.560,00;3/5/2023
80;BARRA;340;9690;VOLKSWAGEN;Carat;Año 88/90;Barra fija direccion mecanica l=555mm;$ 6.940,00;$ 5.140,00;3/5/2023
81;BARRA;341;9309;VOLKSWAGEN;Carat;Año 88/90;Barra regulable dir. hidr. Izq. L=555mm 14x1.50;$ 15.945,00;$ 11.810,00;3/5/2023
82;BARRA;342;9741;VOLKSWAGEN;Carat;Año 88/90;Barra regulable dir. Mec. Izq l=555mm 14 x 1.50;$ 12.905,00;$ 9.560,00;3/5/2023
83;BARRA;330C;VOL 215;VOLKSWAGEN;Gacel;Año 83/85;Barra de mando corta l=515mm;$ 5.145,00;$ 3.810,00;26/4/2023
84;BARRA;330CU;9734;VOLKSWAGEN;Gacel;Año 94/…;Barra de mando curva l=520mm;$ 7.035,00;$ 5.210,00;3/5/2023
85;BARRA;331;VOL 303;VOLKSWAGEN;Gacel;Año 2000/…;Barra de mando curva l=550mm (gol 1000);$ 5.170,00;$ 3.830,00;26/4/2023
86;BARRA;330L;VOL 216;VOLKSWAGEN;Gacel;Año 85/93;Barra de mando larga l=525mm;$ 5.145,00;$ 3.810,00;26/4/2023
87;BARRA;336;VOL 244;VOLKSWAGEN;Gacel;Año 95/97;Barra fija derecha l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
88;BARRA;335;9879;VOLKSWAGEN;Gacel;;Barra fija derecha l=575mm;$ 7.235,00;$ 5.360,00;3/5/2023
89;BARRA;337;VOL 243;VOLKSWAGEN;Gacel;Año 99/…;Barra fija izquierda l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
90;BARRA;338;9308;VOLKSWAGEN;Gacel;Año 99/00;Barra regulable derecha mecanica l=520mm;$ 12.610,00;$ 9.340,00;3/5/2023
91;BARRA;339;7879;VOLKSWAGEN;Gacel;Año 95/97;Barra regulable derecha mecanica l=520mm;$ 12.475,00;$ 9.240,00;3/5/2023
92;BARRA;333;VOL 202;VOLKSWAGEN;Gacel;Año 95/…;Barra regulable hidraulica derecha 14 x 1.50;$ 11.165,00;$ 8.270,00;26/4/2023
93;BARRA;334;VOL 203;VOLKSWAGEN;Gacel;Año 95/01;Barra regulable hidraulica izquierda 14 x 1,50;$ 11.165,00;$ 8.270,00;26/4/2023
94;BARRA;332;VOL 236;VOLKSWAGEN;Gacel;Año 86/94;Barra regulable larga derecha 14 x 1.50;$ 11.840,00;$ 8.770,00;26/4/2023
95;BARRA;330C;VOL 215;VOLKSWAGEN;Gol;Año 83/85;Barra de mando corta l=515mm;$ 5.145,00;$ 3.810,00;26/4/2023
96;BARRA;330CU;9734;VOLKSWAGEN;Gol;Año 94/…;Barra de mando curva l=520mm;$ 7.035,00;$ 5.210,00;3/5/2023
97;BARRA;331;VOL 303;VOLKSWAGEN;Gol;Año 2000/…;Barra de mando curva l=550mm (gol 1000);$ 5.170,00;$ 3.830,00;26/4/2023
98;BARRA;330L;VOL 216;VOLKSWAGEN;Gol;Año 85/93;Barra de mando larga l=525mm;$ 5.145,00;$ 3.810,00;26/4/2023
99;BARRA;336;VOL 244;VOLKSWAGEN;Gol;Año 95/97;Barra fija derecha l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
100;BARRA;335;9879;VOLKSWAGEN;Gol;;Barra fija derecha l=575mm;$ 7.235,00;$ 5.360,00;3/5/2023
101;BARRA;337;VOL 243;VOLKSWAGEN;Gol;Año 99/…;Barra fija izquierda l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
102;BARRA;338;9308;VOLKSWAGEN;Gol;Año 99/00;Barra regulable derecha mecanica l=520mm;$ 12.610,00;$ 9.340,00;3/5/2023
103;BARRA;339;7879;VOLKSWAGEN;Gol;Año 95/97;Barra regulable derecha mecanica l=520mm;$ 12.475,00;$ 9.240,00;3/5/2023
104;BARRA;333;VOL 202;VOLKSWAGEN;Gol;Año 95/…;Barra regulable hidraulica derecha 14 x 1.50;$ 11.165,00;$ 8.270,00;26/4/2023
105;BARRA;334;VOL 203;VOLKSWAGEN;Gol;Año 95/01;Barra regulable hidraulica izquierda 14 x 1,50;$ 11.165,00;$ 8.270,00;26/4/2023
106;BARRA;332;VOL 236;VOLKSWAGEN;Gol;Año 86/94;Barra regulable larga derecha 14 x 1.50;$ 11.840,00;$ 8.770,00;26/4/2023
107;BARRA;340;9690;VOLKSWAGEN;Quantum;Año 88/90;Barra fija direccion mecanica l=555mm;$ 6.940,00;$ 5.140,00;3/5/2023
108;BARRA;341;9309;VOLKSWAGEN;Quantum;Año 88/90;Barra regulable dir. hidr. Izq. L=555mm 14x1.50;$ 15.945,00;$ 11.810,00;3/5/2023
109;BARRA;342;9741;VOLKSWAGEN;Quantum;Año 88/90;Barra regulable dir. Mec. Izq l=555mm 14 x 1.50;$ 12.905,00;$ 9.560,00;3/5/2023
110;BARRA;340;9690;VOLKSWAGEN;Santana;Año 88/90;Barra fija direccion mecanica l=555mm;$ 6.940,00;$ 5.140,00;3/5/2023
111;BARRA;341;9309;VOLKSWAGEN;Santana;Año 88/90;Barra regulable dir. hidr. Izq. L=555mm 14x1.50;$ 15.945,00;$ 11.810,00;3/5/2023
112;BARRA;342;9741;VOLKSWAGEN;Santana;Año 88/90;Barra regulable dir. Mec. Izq l=555mm 14 x 1.50;$ 12.905,00;$ 9.560,00;3/5/2023
113;BARRA;330C;VOL 215;VOLKSWAGEN;Saveiro;Año 83/85;Barra de mando corta l=515mm;$ 5.145,00;$ 3.810,00;26/4/2023
114;BARRA;330CU;9734;VOLKSWAGEN;Saveiro;Año 94/…;Barra de mando curva l=520mm;$ 7.035,00;$ 5.210,00;3/5/2023
115;BARRA;331;VOL 303;VOLKSWAGEN;Saveiro;Año 2000/…;Barra de mando curva l=550mm (gol 1000);$ 5.170,00;$ 3.830,00;26/4/2023
116;BARRA;330L;VOL 216;VOLKSWAGEN;Saveiro;Año 85/93;Barra de mando larga l=525mm;$ 5.145,00;$ 3.810,00;26/4/2023
117;BARRA;336;VOL 244;VOLKSWAGEN;Saveiro;Año 95/97;Barra fija derecha l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
118;BARRA;335;9879;VOLKSWAGEN;Saveiro;;Barra fija derecha l=575mm;$ 7.235,00;$ 5.360,00;3/5/2023
119;BARRA;337;VOL 243;VOLKSWAGEN;Saveiro;Año 99/…;Barra fija izquierda l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
120;BARRA;338;9308;VOLKSWAGEN;Saveiro;Año 99/00;Barra regulable derecha mecanica l=520mm;$ 12.610,00;$ 9.340,00;3/5/2023
121;BARRA;339;7879;VOLKSWAGEN;Saveiro;Año 95/97;Barra regulable derecha mecanica l=520mm;$ 12.475,00;$ 9.240,00;3/5/2023
122;BARRA;333;VOL 202;VOLKSWAGEN;Saveiro;Año 95/…;Barra regulable hidraulica derecha 14 x 1.50;$ 11.165,00;$ 8.270,00;26/4/2023
123;BARRA;334;VOL 203;VOLKSWAGEN;Saveiro;Año 95/01;Barra regulable hidraulica izquierda 14 x 1,50;$ 11.165,00;$ 8.270,00;26/4/2023
124;BARRA;332;VOL 236;VOLKSWAGEN;Saveiro;Año 86/94;Barra regulable larga derecha 14 x 1.50;$ 11.840,00;$ 8.770,00;26/4/2023
125;BARRA;330C;VOL 215;VOLKSWAGEN;Senda;Año 83/85;Barra de mando corta l=515mm;$ 5.145,00;$ 3.810,00;26/4/2023
126;BARRA;330CU;9734;VOLKSWAGEN;Senda;Año 94/…;Barra de mando curva l=520mm;$ 7.035,00;$ 5.210,00;3/5/2023
127;BARRA;331;VOL 303;VOLKSWAGEN;Senda;Año 2000/…;Barra de mando curva l=550mm (gol 1000);$ 5.170,00;$ 3.830,00;26/4/2023
128;BARRA;330L;VOL 216;VOLKSWAGEN;Senda;Año 85/93;Barra de mando larga l=525mm;$ 5.145,00;$ 3.810,00;26/4/2023
129;BARRA;336;VOL 244;VOLKSWAGEN;Senda;Año 95/97;Barra fija derecha l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
130;BARRA;335;9879;VOLKSWAGEN;Senda;;Barra fija derecha l=575mm;$ 7.235,00;$ 5.360,00;3/5/2023
131;BARRA;337;VOL 243;VOLKSWAGEN;Senda;Año 99/…;Barra fija izquierda l=540mm;$ 5.105,00;$ 3.780,00;26/4/2023
132;BARRA;338;9308;VOLKSWAGEN;Senda;Año 99/00;Barra regulable derecha mecanica l=520mm;$ 12.610,00;$ 9.340,00;3/5/2023
133;BARRA;339;7879;VOLKSWAGEN;Senda;Año 95/97;Barra regulable derecha mecanica l=520mm;$ 12.475,00;$ 9.240,00;3/5/2023
134;BARRA;333;VOL 202;VOLKSWAGEN;Senda;Año 95/…;Barra regulable hidraulica derecha 14 x 1.50;$ 11.165,00;$ 8.270,00;26/4/2023
135;BARRA;334;VOL 203;VOLKSWAGEN;Senda;Año 95/01;Barra regulable hidraulica izquierda 14 x 1,50;$ 11.165,00;$ 8.270,00;26/4/2023
136;BARRA;332;VOL 236;VOLKSWAGEN;Senda;Año 86/94;Barra regulable larga derecha 14 x 1.50;$ 11.840,00;$ 8.770,00;26/4/2023
137;BIELETA;JV305;;AUDI;A3;;Bieleta delantera;$ 2.050,00;$ 1.520,00;4/5/2023
138;BIELETA;60436;700054;CHEVROLET;400;;Bieleta delantera;$ 1.350,00;$ 1.000,00;5/4/2023
139;BIELETA;JC001;BIE 005;CHEVROLET;Astra;Año 98/…;Bieleta delantera;$ 3.470,00;$ 2.570,00;26/4/2023
140;BIELETA;JC005;700072;HYUNDAY;Elantra;;Bieleta delantera;$ 3.200,00;$ 2.370,00;3/5/2023
141;BIELETA;JC011;700102;CHEVROLET;Blazer;Año 95/99;Bieleta delantera;$ 2.120,00;$ 1.570,00;3/5/2023
142;BIELETA;JC012;700103;CHEVROLET;Blazer;Año 97/…;Bieleta delantera;$ 2.605,00;$ 1.930,00;3/5/2023
143;BIELETA;JC010;700098;CHEVROLET;Captiva;Año 08/…;Bieleta delantera derecha;$ 3.940,00;$ 2.920,00;3/5/2023
144;BIELETA;JC009;700097;CHEVROLET;Captiva;Año 08/…;Bieleta delantera izquierda;$ 3.940,00;$ 2.920,00;3/5/2023
145;BIELETA;60436;700054;CHEVROLET;Chevy;;Bieleta delantera;$ 1.350,00;$ 1.000,00;5/4/2023
146;BIELETA;JC004;BIE 005;CHEVROLET;Corsa II;Año 01/…;Bieleta delantera;$ 3.470,00;$ 2.570,00;26/4/2023
147;BIELETA;JC007;700084;CHEVROLET;Cruze;Año 11/…;Bieleta delantera;$ 4.345,00;$ 3.220,00;3/5/2023
148;BIELETA;JC004;BIE 005;CHEVROLET;Meriva;Año 03/…;Bieleta delantera;$ 3.470,00;$ 2.570,00;26/4/2023
149;BIELETA;JV308;700040;CHEVROLET;Aveo;;Bieleta delantera;$ 3.335,00;$ 2.470,00;3/5/2023
150;BIELETA;JC008;700086;CHEVROLET;Onix;Año 13/…;Bieleta delantera;$ 4.685,00;$ 3.470,00;3/5/2023
151;BIELETA;JC011;700102;CHEVROLET;S10;;Bieleta delantera;$ 2.120,00;$ 1.570,00;3/5/2023
152;BIELETA;JC014;700124;CHEVROLET;S10;Año 13/…;Bieleta delantera derecha;$ 3.755,00;$ 2.780,00;3/5/2023
153;BIELETA;JC013;700123;CHEVROLET;S10;Año 13/…;Bieleta delantera izquierda;$ 3.755,00;$ 2.780,00;3/5/2023
154;BIELETA;JC008;700086;CHEVROLET;Sonic;;Bieleta delantera;$ 4.685,00;$ 3.470,00;3/5/2023
155;BIELETA;JC006;700063;CHEVROLET;Spark;Año 10/…;Bieleta delantera;$ 3.445,00;$ 2.550,00;3/5/2023
156;BIELETA;JC008;700086;CHEVROLET;Spin;Año 12/…;Bieleta delantera;$ 4.685,00;$ 3.470,00;3/5/2023
157;BIELETA;JC000;700059;CHEVROLET;Vectra;Año 03/07;Bieleta delantera;$ 3.360,00;$ 2.490,00;3/5/2023
158;BIELETA;JC001;BIE 005;CHEVROLET;Vectra;Año 05/…;Bieleta delantera;$ 3.470,00;$ 2.570,00;26/4/2023
159;BIELETA;JC004;BIE 005;CHEVROLET;Vectra;Año 97/01;Bieleta delantera;$ 3.470,00;$ 2.570,00;26/4/2023
160;BIELETA;JC001;BIE 005;CHEVROLET;Zafira;Año 99/…;Bieleta delantera;$ 3.470,00;$ 2.570,00;26/4/2023
161;BIELETA;JCY006;700016;CITROEN;AX;Año 86/96;Bieleta delantera perno fino;$ 4.035,00;$ 2.990,00;3/5/2023
162;BIELETA;JF224;700015;CITROEN;Berlingo;;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
163;BIELETA;751C;700019;CITROEN;C3;Año 02/…;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
164;BIELETA;751C;700019;CITROEN;C3;Picasso - Año 09/…;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
165;BIELETA;JP123;700020;CITROEN;C4;Año 04/…;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
166;BIELETA;JP123;700020;CITROEN;DS4;Año 11/…;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
167;BIELETA;JF402;;CITROEN;Jumper;;Bieleta delantera;$ 4.185,00;$ 3.100,00;5/4/2023
168;BIELETA;JCY006;700016;CITROEN;Saxo;Año 96/…;Bieleta delantera perno fino;$ 4.035,00;$ 2.990,00;3/5/2023
169;BIELETA;JCY006;700016;CITROEN;Xantia;Año 93/…;Bieleta delantera perno fino;$ 4.035,00;$ 2.990,00;3/5/2023
170;BIELETA;JF224;700015;CITROEN;Xsara;Año 97/…;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
171;BIELETA;JF224;700015;CITROEN;Xsara;Picasso - Año 99/…;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
172;BIELETA;JCY006;700016;CITROEN;Xsara;modelo viejo;Bieleta delantera perno fino;$ 4.035,00;$ 2.990,00;3/5/2023
173;BIELETA;JF224;700015;CITROEN;ZX;Año 91/98;Bieleta delantera;$ 3.255,00;$ 2.410,00;3/5/2023
174;BIELETA;60719;700041;DODGE;1500;;Bieleta delantera;$ 1.825,00;$ 1.350,00;10/4/2023
175;BIELETA;JF403;700007;FIAT;128;;Bieleta delantera;$ 1.485,00;$ 1.100,00;10/4/2023
176;BIELETA;JF404;BIE 350;FIAT;500;Año 08/…;Bieleta derecha;$ 2.770,00;$ 2.050,00;26/4/2023
177;BIELETA;JF405;700025;FIAT;Bravo;;Bieleta delantera derecha;$ 3.335,00;$ 2.470,00;3/5/2023
178;BIELETA;JF404;BIE 350;FIAT;Bravo ;Año 2013;Bieleta derecha;$ 2.770,00;$ 2.050,00;26/4/2023
179;BIELETA;JF405;700025;FIAT;Cubo;;Bieleta delantera derecha;$ 3.335,00;$ 2.470,00;3/5/2023
180;BIELETA;JF409;700117;FIAT;Doblo;;Bieleta derecha;$ 3.565,00;$ 2.640,00;3/5/2023
181;BIELETA;JF409;700117;FIAT;Doblo Carga;Año 12/…;Bieleta derecha;$ 3.565,00;$ 2.640,00;3/5/2023
182;BIELETA;JF402;;FIAT;Ducato;;Bieleta delantera;$ 4.185,00;$ 3.100,00;5/4/2023
183;BIELETA;JF403;700007;FIAT;Europa;;Bieleta delantera;$ 1.485,00;$ 1.100,00;10/4/2023
184;BIELETA;JF408;700087;FIAT;Gran Siena;;Bieleta delantera derecha;$ 3.255,00;$ 2.410,00;3/5/2023
185;BIELETA;JF406;700067;FIAT;Idea;;Bieleta delantera derecha;$ 3.375,00;$ 2.500,00;3/5/2023
186;BIELETA;JF407;700066;FIAT;Idea;;Bieleta delantera izquierda;$ 3.375,00;$ 2.500,00;3/5/2023
187;BIELETA;JF405;700025;FIAT;Linea;;Bieleta delantera derecha;$ 3.335,00;$ 2.470,00;3/5/2023
188;BIELETA;JF404;BIE 350;FIAT;Marea;;Bieleta delantero;$ 2.770,00;$ 2.050,00;26/4/2023
