cod;rubro;eq1;eq2;marca;modelo;detalle;descripcion;venta;costo;fecha
7017;RODAMIENTO;106;;FIAT;128;Europa-Super Europa;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7018;RODAMIENTO;633295;BAH0031;FIAT;128;Año 80/…;Rueda delantera;6.370,00;4.720,00;2023-05-01
7019;RODAMIENTO;633313;;FIAT;128;;Rueda delantera y trasera;4.900,00;3.630,00;2023-05-01
7020;RODAMIENTO;106;;FIAT;147;147 m/v-SPAZIO-BRIO;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7021;RODAMIENTO;633295;BAH0031;FIAT;147;147 m/v-SPAZIO-BRIO;Rueda delantera;6.370,00;4.720,00;2023-05-01
7022;RODAMIENTO;633313;;FIAT;147;147 m/v-SPAZIO-BRIO;Rueda trasera;4.900,00;3.630,00;2023-05-01
7023;RODAMIENTO;RW207;;FIAT;1500;;Rueda trasera;4.940,00;3.660,00;2023-05-01
7024;RODAMIENTO;113364;;FIAT;Brava;;Maza de rueda trasera sin ABS;18.400,00;13.630,00;2023-05-01
7025;RODAMIENTO;106;;FIAT;Bravo;;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7026;RODAMIENTO;BAH0077DX;;FIAT;Bravo;;Rueda delantera con ABS;10.570,00;7.830,00;2023-05-01
7027;RODAMIENTO;11488;;FIAT;Bravo;Mod. 2.0 20V;Rueda delantera con kit ;0,00;VER;2023-05-01
7028;RODAMIENTO;BAH0077DX;;FIAT;Doblo;;Rueda delantera con ABS;10.570,00;7.830,00;2023-05-01
7029;RODAMIENTO;32010;;FIAT;Ducato;Mod. 1000/1400 Kg;Rueda delantera;6.250,00;4.630,00;2023-05-01
7030;RODAMIENTO;32008;;FIAT;Ducato;Mod. 1000/1400 Kg;Rueda trasera interior;4.025,00;2.980,00;2023-05-01
7031;RODAMIENTO;40918;;FIAT;Ducato III;;Rueda delantera;12.135,00;8.990,00;2023-05-01
7032;RODAMIENTO;41544;;FIAT;Ducato III;Mod. 10Q/11Q - Año 02/…;Rueda delantera;16.120,00;11.940,00;2023-05-01
7033;RODAMIENTO;40784;;FIAT;Ducato III;Mod. 10Q/11Q - Año 02/…;Rueda trasera;15.915,00;11.790,00;2023-05-01
7034;RODAMIENTO;106;;FIAT;Duna;;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7035;RODAMIENTO;110165;11017;FIAT;Duna;Mod. 1.0/1.5/1.6/1.7D;Rodamiento de semieje baja motorización - DI Int 23 mm;4.265,00;3.160,00;2023-05-01
7036;RODAMIENTO;633295;BAH0031;FIAT;Duna;Año 85/…;Rueda delantera;6.370,00;4.720,00;2023-05-01
7037;RODAMIENTO;633313;;FIAT;Duna;Año …/85;Rueda delantera y trasera;4.900,00;3.630,00;2023-05-01
7038;RODAMIENTO;110165;11017;FIAT;Fiorino;Mod. 1.0/1.5/1.6/1.7D;Rodamiento de semieje baja motorización - DI Int 23 mm;4.265,00;3.160,00;2023-05-01
7039;RODAMIENTO;633295;BAH0031;FIAT;Fiorino;;Rueda delantera;6.370,00;4.720,00;2023-05-01
7040;RODAMIENTO;XGB12306;;FIAT;Fiorino;;Rueda delantera con ABS;8.965,00;6.640,00;2023-05-01
7041;RODAMIENTO;40118;;FIAT;Fiorino; Algunos modelos;Rueda trasera;10.380,00;7.690,00;2023-05-01
7042;RODAMIENTO;12132;;FIAT;Idea;;Rueda delantera con ABS;9.465,00;7.010,00;2023-05-01
7043;RODAMIENTO;12807;;FIAT;Idea;;Rueda delantera sin ABS;6.845,00;5.070,00;2023-05-01
7044;RODAMIENTO;633295;BAH0031;FIAT;Idea;;Rueda delantera sin ABS;6.370,00;4.720,00;2023-05-01
7045;RODAMIENTO;12807;;FIAT;Linea;;Rueda delantera sin ABS;6.845,00;5.070,00;2023-05-01
7046;RODAMIENTO;106;;FIAT;Marea;;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7047;RODAMIENTO;113364;;FIAT;Marea;;Maza de rueda trasera sin ABS;18.400,00;13.630,00;2023-05-01
7048;RODAMIENTO;11488;;FIAT;Marea;Mod. 2,0TD/2,4TD ;Rueda delantera con kit;0,00;VER;2023-05-01
7049;RODAMIENTO;113364;;FIAT;Palio;;Maza de rueda trasera sin ABS;18.400,00;13.630,00;2023-05-01
7050;RODAMIENTO;110165;11017;FIAT;Palio;;Rodamiento de semieje baja motorización - DI Int 23 mm;4.265,00;3.160,00;2023-05-01
7051;RODAMIENTO;633295;BAH0031;FIAT;Palio;Mod. 1,6/1,7D;Rueda delantera;6.370,00;4.720,00;2023-05-01
7052;RODAMIENTO;12132;;FIAT;Palio;;Rueda delantera con ABS;9.465,00;7.010,00;2023-05-01
7053;RODAMIENTO;XGB12306;;FIAT;Palio;Año 01/… - Nuevo -;Rueda delantera con ABS;8.965,00;6.640,00;2023-05-01
7054;RODAMIENTO;106;;FIAT;Punto;;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7055;RODAMIENTO;41140;XGB41140P;FIAT;Punto;48 polos;Rueda delantera con ABS;11.635,00;8.620,00;2023-05-01
7056;RODAMIENTO;XGB40714;;FIAT;Punto;;Rueda delantera con ABS;11.665,00;8.640,00;2023-05-01
7057;RODAMIENTO;12807;;FIAT;Punto;;Rueda delantera sin ABS;6.845,00;5.070,00;2023-05-01
7058;RODAMIENTO;633295;BAH0031;FIAT;Punto;;Rueda delantera sin ABS;6.370,00;4.720,00;2023-05-01
7059;RODAMIENTO;XGB40714;;FIAT;Qubo;;Rueda delantera con ABS;11.665,00;8.640,00;2023-05-01
7060;RODAMIENTO;106;;FIAT;Regatta;Mod. 85 - 100 S - 2000;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7061;RODAMIENTO;633295;BAH0031;FIAT;Regatta;Mod. 85 - 100 S - 2000;Rueda delantera;6.370,00;4.720,00;2023-05-01
7062;RODAMIENTO;633313;;FIAT;Regatta;Mod. 85 - 100 S - 2000;Rueda trasera;4.900,00;3.630,00;2023-05-01
7063;RODAMIENTO;633313;;FIAT;Samara;;Rueda trasera;4.900,00;3.630,00;2023-05-01
7064;RODAMIENTO;113364;;FIAT;Siena;;Maza de rueda trasera sin ABS;18.400,00;13.630,00;2023-05-01
7065;RODAMIENTO;110165;11017;FIAT;Siena;;Rodamiento de semieje baja motorización - DI Int 23 mm;4.265,00;3.160,00;2023-05-01
7066;RODAMIENTO;633295;BAH0031;FIAT;Siena;Mod. 1,6/1,7D;Rueda delantera;6.370,00;4.720,00;2023-05-01
7067;RODAMIENTO;12132;;FIAT;Siena;;Rueda delantera con ABS;9.465,00;7.010,00;2023-05-01
7068;RODAMIENTO;XGB12306;;FIAT;Siena;Mod. GRAN - Año 01/…;Rueda delantera con ABS;8.965,00;6.640,00;2023-05-01
7069;RODAMIENTO;113364;;FIAT;Stilo;;Maza de rueda trasera sin ABS;18.400,00;13.630,00;2023-05-01
7070;RODAMIENTO;BAH0077DX;;FIAT;Stilo;;Rueda delantera con ABS;10.570,00;7.830,00;2023-05-01
7071;RODAMIENTO;BAH0076D;;FIAT;Stilo;;Rueda delantera sin ABS;8.665,00;6.420,00;2023-05-01
7072;RODAMIENTO;40118;;FIAT;Strada;;Rueda trasera;10.380,00;7.690,00;2023-05-01
7073;RODAMIENTO;106;;FIAT;Tempra;;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7074;RODAMIENTO;113364;;FIAT;Tempra;8V;Maza de rueda trasera sin ABS;18.400,00;13.630,00;2023-05-01
7075;RODAMIENTO;113364;;FIAT;Tipo;mod. 2.0;Maza de rueda trasera sin ABS;18.400,00;13.630,00;2023-05-01
7076;RODAMIENTO;GB12306;;FIAT;Tipo;;Rueda delantera;6.480,00;4.800,00;2023-05-01
7077;RODAMIENTO;106;;FIAT;Uno;;Maza de rueda trasera con rodamiento sin ABS;14.985,00;11.100,00;2023-05-01
7078;RODAMIENTO;110165;11017;FIAT;Uno;Mod. 1.0/1.5/1.6/1.7D;Rodamiento de semieje baja motorización - DI Int 23 mm;4.265,00;3.160,00;2023-05-01
7079;RODAMIENTO;633295;BAH0031;FIAT;Uno;Año 85/…;Rueda delantera;6.370,00;4.720,00;2023-05-01
7080;RODAMIENTO;GB12306;;FIAT;Uno;Mod. NOVO;Rueda delantera;6.480,00;4.800,00;2023-05-01
7081;RODAMIENTO;XGB12306;;FIAT;Uno;Mod. NOVO - Año 01/…;Rueda delantera con ASB;8.965,00;6.640,00;2023-05-01
7082;RODAMIENTO;633313;;FIAT;Uno;Año …/85;Rueda delantera y trasera;4.900,00;3.630,00;2023-05-01
7083;RODAMIENTO;110622;311396;FORD;Courrier;;Rueda delantera;6.495,00;4.810,00;2023-05-01
7084;RODAMIENTO;68145;332541;FORD;Courrier;;Rueda trasera interior y exterior;2.780,00;2.060,00;2023-05-01
7085;RODAMIENTO;801663;;FORD;Ecosport;4X4;Rueda delantera con y sin ABS;10.165,00;7.530,00;2023-05-01
7086;RODAMIENTO;801023;;FORD;Ecosport;;Rueda trasera;4.670,00;3.460,00;2023-05-01
7087;RODAMIENTO;110622;311396;FORD;Escort;Mod. 1.6/1.8/2.0 - Año …/96;Rueda delantera;6.495,00;4.810,00;2023-05-01
7088;RODAMIENTO;68145;332541;FORD;Escort;Mod. 1.6/1.8/2.0 - Año …/96;Rueda delantera interior y exterior;2.780,00;2.060,00;2023-05-01
7089;RODAMIENTO;14687;;FORD;Escort;Año …/96;Rueda delantera Kit;9.060,00;6.710,00;2023-05-01
7090;RODAMIENTO;14533;;FORD;Escort;Año 93/…;Rueda trasera;7.045,00;5.220,00;2023-05-01
7091;RODAMIENTO;45449;;FORD;Escort;Año …/96;Rueda trasera;2.485,00;1.840,00;2023-05-01
7092;RODAMIENTO;11749;;FORD;Escort;Mod. 1.6/1.8/2.0 - Año …/96;Rueda trasera exterior;1.635,00;1.210,00;2023-05-01
7093;RODAMIENTO;329013;;FORD;Escort;Mod. 1.6/1.8/2.0 - Año 96/…;Rueda trasera interior y exterior;2.375,00;1.760,00;2023-05-01
7094;RODAMIENTO;14528;;FORD;Escort;Año …/96;Rueda trasera Kit;6.090,00;4.510,00;2023-05-01
7095;RODAMIENTO;12749;;FORD;F100;;Rueda delantera exterior;2.145,00;1.590,00;2023-05-01
7096;RODAMIENTO;SET10;;FORD;F100 ;Año 80/93;Rueda trasera;7.575,00;5.610,00;2023-05-01
7097;RODAMIENTO;88128;;FORD;F100 ;Año …/86;Rueda trasera - rodamiento con seguro;5.290,00;3.920,00;2023-05-01
7098;RODAMIENTO;45698;;FORD;F100  ;Año 93/...;Rueda trasera;6.550,00;4.850,00;2023-05-01
7099;RODAMIENTO;12649;;FORD;F1000 ;Año 93/...;Rueda delantera exterior;2.350,00;1.740,00;2023-05-01
7100;RODAMIENTO;12749;;FORD;F1000 ;;Rueda delantera exterior;2.145,00;1.590,00;2023-05-01
7101;RODAMIENTO;88128;;FORD;F1000 ;;Rueda trasera;5.290,00;3.920,00;2023-05-01
7102;RODAMIENTO;45698;;FORD;F1000  ;Año 93/...;Rueda trasera;6.550,00;4.850,00;2023-05-01
7103;RODAMIENTO;12749;;FORD;F150;;Rueda delantera exterior;2.145,00;1.590,00;2023-05-01
7104;RODAMIENTO;45698;;FORD;F150;Año 93/...;Rueda trasera;6.550,00;4.850,00;2023-05-01
7105;RODAMIENTO;SET10;;FORD;F150;Año 80/93;Rueda trasera;7.575,00;5.610,00;2023-05-01
7106;RODAMIENTO;88128;;FORD;F150;Año …/86;Rueda trasera - rodamiento con seguro;5.290,00;3.920,00;2023-05-01
7107;RODAMIENTO;12749;;FORD;Fairlane;Mod. 6 Cilindro 72/... - 8 Cilindro 70/... ;Rueda delantera exterior;2.145,00;1.590,00;2023-05-01
7108;RODAMIENTO;68149;;FORD;Fairlane;Mod. 6 Cilindro 72/... - 8 Cilindro 70/... ;Rueda delantera interior;2.605,00;1.930,00;2023-05-01
7109;RODAMIENTO;88128;;FORD;Fairlane;Mod. 6 y 8 CIL. ;Rueda trasera-rodamiento con seguro;5.290,00;3.920,00;2023-05-01
7110;RODAMIENTO;12749;;FORD;Falcon;Mod. FUTURA-SPRINT-RANCHERO - Año 70/…;Rueda delantera exterior;2.145,00;1.590,00;2023-05-01
7111;RODAMIENTO;68149;;FORD;Falcon;Mod. 6 Cilindro 72/... - 8 Cilindro 70/... ;Rueda delantera interior;2.605,00;1.930,00;2023-05-01
7112;RODAMIENTO;RW207;;FORD;Falcon; Mod. FUTURA-SPRINT-RANCHERO - Año 73/...;Rueda trasera;4.940,00;3.660,00;2023-05-01
7113;RODAMIENTO;801663;;FORD;Fiesta;KINETIC;Rueda delantera con ABS;10.165,00;7.530,00;2023-05-01
7114;RODAMIENTO;110622;311396;FORD;Fiesta;Año 93/02;Rueda delantera sin ABS;6.495,00;4.810,00;2023-05-01
7115;RODAMIENTO;801023;;FORD;Fiesta;Nuevo;Rueda trasera;4.670,00;3.460,00;2023-05-01
7116;RODAMIENTO;329013;;FORD;Fiesta;Año …/01;Rueda trasera interior y exterior;2.375,00;1.760,00;2023-05-01
7117;RODAMIENTO;14533;;FORD;Fiesta ;Año …/01;Rueda trasera kit;7.045,00;5.220,00;2023-05-01
7118;RODAMIENTO;801663;;FORD;Fiesta VI;Año 03/… - Nuevo -;Rueda delantera con y sin ABS;10.165,00;7.530,00;2023-05-01
7119;RODAMIENTO;801663;;FORD;Focus;Año …/08;Rueda delantera con y sin ABS;10.165,00;7.530,00;2023-05-01
7120;RODAMIENTO;801023;;FORD;Focus;;Rueda trasera;4.670,00;3.460,00;2023-05-01
7121;RODAMIENTO;110622;311396;FORD;Galaxy;;Rueda delantera interior y exterior;6.495,00;4.810,00;2023-05-01
7122;RODAMIENTO;11749;;FORD;Galaxy;;Rueda trasera exterior;1.635,00;1.210,00;2023-05-01
7123;RODAMIENTO;45449;;FORD;Galaxy;;Rueda trasera interior;2.485,00;1.840,00;2023-05-01
7124;RODAMIENTO;14528;;FORD;Galaxy;;Rueda trasera Kit completo;6.090,00;4.510,00;2023-05-01
7125;RODAMIENTO;110622;311396;FORD;Ka;;Rueda delantera;6.495,00;4.810,00;2023-05-01
7126;RODAMIENTO;329013;;FORD;Ka;Año 96/...;Rueda trasera interior y exterior;2.375,00;1.760,00;2023-05-01
7127;RODAMIENTO;14533;;FORD;Ka;;Rueda trasera Kit completo;7.045,00;5.220,00;2023-05-01
7128;RODAMIENTO;633966;;FORD;Mondeo;Año …/00;Rueda delantera;7.520,00;5.570,00;2023-05-01
7129;RODAMIENTO;13625;;FORD;Mondeo;Año 00/...;Rueda delantera con ABS;19.535,00;14.470,00;2023-05-01
7130;RODAMIENTO;45449;;FORD;Orion;;Caja veloc. Eje 2rio delantero;2.485,00;1.840,00;2023-05-01
7131;RODAMIENTO;110622;311396;FORD;Orion;;Rueda delantera interior y exterior;6.495,00;4.810,00;2023-05-01
7132;RODAMIENTO;14687;;FORD;Orion;Año…/93;Rueda delantera Kit completo;9.060,00;6.710,00;2023-05-01
7133;RODAMIENTO;14533;;FORD;Orion;Año 93/...;Rueda trasera;7.045,00;5.220,00;2023-05-01
7134;RODAMIENTO;329013;;FORD;Orion;Año 96/...;Rueda trasera interior y exterior;2.375,00;1.760,00;2023-05-01
7135;RODAMIENTO;14528;;FORD;Orion;Año …/93;Rueda trasera Kit completo;6.090,00;4.510,00;2023-05-01
7136;RODAMIENTO;SET10;;FORD;Ranchero;;Rueda trasera;7.575,00;5.610,00;2023-05-01
7137;RODAMIENTO;14687;;FORD;Sierra;Mod. L/GHIA/XR4/S;kit de rueda delantera;9.060,00;6.710,00;2023-05-01
7138;RODAMIENTO;68145;332541;FORD;Sierra;Mod. L/GHIA/XR4/S;Rueda delantera y trasera;2.780,00;2.060,00;2023-05-01
7139;RODAMIENTO;11949;;FORD;Taunus;L-GXL-COUPE-GT-GHIA-S-SP5;Rueda delantera exterior;1.970,00;1.460,00;2023-05-01
7140;RODAMIENTO;44649;;FORD;Taunus;Mod. L/GXL/COUPE/GT/GHIA/S/SP5 ;Rueda delantera exterior;2.365,00;1.750,00;2023-05-01
7141;RODAMIENTO;RW207;;FORD;Taunus;;Rueda trasera;4.940,00;3.660,00;2023-05-01
7142;RODAMIENTO;30205;;FORD;Trafic;;Rueda trasera exterior;2.350,00;1.740,00;2023-05-01
7143;RODAMIENTO;32007;;FORD;Transit;;Rueda delantera interior;3.255,00;2.410,00;2023-05-01
7144;RODAMIENTO;581408;;FORD;Transit;Año 99/...;Rueda trasera;16.620,00;12.310,00;2023-05-01
7145;RODAMIENTO;11749;;HYUNDAI;Atos;;Rueda trasera exterior;1.635,00;1.210,00;2023-05-01
7146;RODAMIENTO;44649;;HYUNDAI;Atos;;Rueda trasera interior;2.365,00;1.750,00;2023-05-01
7147;RODAMIENTO;12649;;ISUZU;Isuzu;;Rueda delantera exterior;2.350,00;1.740,00;2023-05-01
7148;RODAMIENTO;32008;;ISUZU;Isuzu;;Rueda trasera exterior;4.025,00;2.980,00;2023-05-01
7149;RODAMIENTO;SET10;;JEEP;Grand Cherokke;;Rueda trasera;7.575,00;5.610,00;2023-05-01
7150;RODAMIENTO;30205;;KIA;Besta;;Rueda delantera;2.350,00;1.740,00;2023-05-01
7151;RODAMIENTO;32008;;LADA;Niva;;Rueda delantera interior y exterior;4.025,00;2.980,00;2023-05-01
7152;RODAMIENTO;309726;;LADA;Samara;;Rueda delantera;6.115,00;4.530,00;2023-05-01
7153;RODAMIENTO;32008;;LADA;Samara;;Rueda delantera 4x4;4.025,00;2.980,00;2023-05-01
7154;RODAMIENTO;11949;;LADA;Sedan;AUTO SEDAN/NIVA 4X4/SAMARA  del.exterior;Rueda delantera exterior;1.970,00;1.460,00;2023-05-01
7155;RODAMIENTO;32010;;MERCEDES BENZ;180D ;;Lateral corona derecha e izquierda;6.250,00;4.630,00;2023-05-01
7156;RODAMIENTO;32010;;MERCEDES BENZ;Sprinter;4X4;Rueda delantera;6.250,00;4.630,00;2023-05-01
7157;RODAMIENTO;581408;;MERCEDES BENZ;Sprinter;Mod. 313/413-Año 95/…-Ruedas simples no dual;Rueda trasera C/eje trasero HLO/15C -;16.620,00;12.310,00;2023-05-01
7158;RODAMIENTO;12649;;NISSAN;DX21  ;Mod. Pick Up 4X2;Rueda delantera exterior;2.350,00;1.740,00;2023-05-01
7159;RODAMIENTO;41140;XGB41140P;NISSAN;Micra;Año 05/...;Rueda delantera con ASB 48 polos;11.635,00;8.620,00;2023-05-01
7160;RODAMIENTO;40582;12094;PEUGEOT;106;;Rueda delantera;6.735,00;4.990,00;2023-05-01
7161;RODAMIENTO;GB40547;;PEUGEOT;106;;Rueda delantera motor;6.710,00;4.970,00;2023-05-01
7162;RODAMIENTO;12025;;PEUGEOT;106;;Rueda trasera freno a cinta;4.615,00;3.420,00;2023-05-01
7163;RODAMIENTO;12163;;PEUGEOT;205;;Rueda delantera;8.750,00;6.480,00;2023-05-01
7164;RODAMIENTO;40582;12094;PEUGEOT;205;;Rueda delantera sin ABS;6.735,00;4.990,00;2023-05-01
7165;RODAMIENTO;12025;;PEUGEOT;205;;Rueda trasera freno a zapata;4.615,00;3.420,00;2023-05-01
7166;RODAMIENTO;GB40547;;PEUGEOT;206;Version Francia;Rueda delantera;6.710,00;4.970,00;2023-05-01
7167;RODAMIENTO;XGB40547;;PEUGEOT;206;;Rueda delantera con ABS;11.230,00;8.320,00;2023-05-01
7168;RODAMIENTO;12025;;PEUGEOT;206;;Rueda trasera;4.615,00;3.420,00;2023-05-01
7169;RODAMIENTO;GB40547;;PEUGEOT;207;;Rueda delantera;6.710,00;4.970,00;2023-05-01
7170;RODAMIENTO;12025;;PEUGEOT;207;;Rueda trasera;4.615,00;3.420,00;2023-05-01
7171;RODAMIENTO;40574;XGB40574P;PEUGEOT;208;;Rueda delantera con ABS;11.475,00;8.500,00;2023-05-01
7172;RODAMIENTO;XGB40547;;PEUGEOT;208;;Rueda delantera con ABS;11.230,00;8.320,00;2023-05-01
7173;RODAMIENTO;41950;;PEUGEOT;208;;Rueda trasera;5.750,00;4.260,00;2023-05-01
7174;RODAMIENTO;12163;;PEUGEOT;306;;Rueda delantera;8.750,00;6.480,00;2023-05-01
7175;RODAMIENTO;40582;12094;PEUGEOT;306;;Rueda delantera sin ABS;6.735,00;4.990,00;2023-05-01
7176;RODAMIENTO;12025;;PEUGEOT;306;;Rueda trasera freno a cinta;4.615,00;3.420,00;2023-05-01
7177;RODAMIENTO;40574;XGB40574P;PEUGEOT;307;;Rueda delantera con ABS;11.475,00;8.500,00;2023-05-01
7178;RODAMIENTO;41245;;PEUGEOT;307;Año 04/...;Rueda trasera;11.625,00;8.610,00;2023-05-01
7179;RODAMIENTO;41645;;PEUGEOT;307;Año 06/...;Rueda trasera;11.635,00;8.620,00;2023-05-01
7180;RODAMIENTO;40574;XGB40574P;PEUGEOT;308;;Rueda delantera con ABS;11.475,00;8.500,00;2023-05-01
7181;RODAMIENTO;41394;;PEUGEOT;308;;Rueda trasera;12.040,00;8.920,00;2023-05-01
7182;RODAMIENTO;30304;;PEUGEOT;404;Año …/81;Rueda delantera exterior (A RODILLO);3.050,00;2.260,00;2023-05-01
7183;RODAMIENTO;440270;30206;PEUGEOT;404;Año …/81;Rueda delantera interior (A RODILLO);2.525,00;1.870,00;2023-05-01
7184;RODAMIENTO;SET9;;PEUGEOT;404;Mod. FAMILIAR-Pick Up - Diferencial TRANSAX ;Rueda trasera;7.210,00;5.340,00;2023-05-01
7185;RODAMIENTO;12894;;PEUGEOT;405;;Maza de rueda trasera con rodamiento S/ABS;21.355,00;15.820,00;2023-05-01
7186;RODAMIENTO;12163;;PEUGEOT;405;;Rueda delantera;8.750,00;6.480,00;2023-05-01
7187;RODAMIENTO;12163;;PEUGEOT;406;;Rueda delantera;8.750,00;6.480,00;2023-05-01
7188;RODAMIENTO;12163;;PEUGEOT;406;Fase II;Rueda delantera;8.750,00;6.480,00;2023-05-01
7189;RODAMIENTO;32005;;PEUGEOT;504;Mod. GR-GRD-FAMILIAR-P.UP-DIESEL-Año 81/...;Rueda delantera exterior;2.635,00;1.950,00;2023-05-01
7190;RODAMIENTO;30304;;PEUGEOT;504;Año …/81;Rueda delantera exterior (A RODILLO);3.050,00;2.260,00;2023-05-01
7191;RODAMIENTO;440270;30206;PEUGEOT;504;Año …/81;Rueda delantera interior (A RODILLO);2.525,00;1.870,00;2023-05-01
7192;RODAMIENTO;320/32;;PEUGEOT;504;;Rueda delantera interior mod. desde 81 todos;3.310,00;2.450,00;2023-05-01
7193;RODAMIENTO;KIT2004;;PEUGEOT;504;;Rueda delantera Kit completo;8.345,00;6.180,00;2023-05-01
7194;RODAMIENTO;SET9;;PEUGEOT;504;Mod. FAMIL,P.UP DIESEL-TRANSAX-Año 81/82 ;Rueda trasera;7.210,00;5.340,00;2023-05-01
7195;RODAMIENTO;32005;;PEUGEOT;505;Año 81/...;Rueda delantera exterior;2.635,00;1.950,00;2023-05-01
7196;RODAMIENTO;320/32;;PEUGEOT;505;Año 81/...;Rueda delantera interior;3.310,00;2.450,00;2023-05-01
7197;RODAMIENTO;KIT2004;;PEUGEOT;505;;Rueda delantera Kit;8.345,00;6.180,00;2023-05-01
7198;RODAMIENTO;SET9;;PEUGEOT;505;Año 81/82;Rueda trasera diferencial TRANSAX;7.210,00;5.340,00;2023-05-01
7199;RODAMIENTO;40574;XGB40574P;PEUGEOT;3008;;Rueda delantera con ABS;11.475,00;8.500,00;2023-05-01
7200;RODAMIENTO;41394;;PEUGEOT;3008;;Rueda trasera;12.040,00;8.920,00;2023-05-01
7201;RODAMIENTO;32010;;PEUGEOT;Boxer;Mod. 1000/1400 Kg;Rueda delantera;6.250,00;4.630,00;2023-05-01
7202;RODAMIENTO;32008;;PEUGEOT;Boxer;Mod. 1000/1400 Kg;Rueda trasera interior;4.025,00;2.980,00;2023-05-01
7203;RODAMIENTO;40918;;PEUGEOT;Boxer II;;Rueda delantera;12.135,00;8.990,00;2023-05-01
7204;RODAMIENTO;41544;;PEUGEOT;Boxer II;Mod. 1000/1400 kg - Año 02/...;Rueda delantera;16.120,00;11.940,00;2023-05-01
7205;RODAMIENTO;40784;;PEUGEOT;Boxer II;Mod. 1000/1400 kg - Año 02/...;Rueda trasera;15.915,00;11.790,00;2023-05-01
7206;RODAMIENTO;12163;;PEUGEOT;Partner;;Rueda delantera;8.750,00;6.480,00;2023-05-01
7207;RODAMIENTO;40918;;PEUGEOT;Transit;;Rueda trasera ;12.135,00;8.990,00;2023-05-01
7208;RODAMIENTO;C101;;PEUGEOT;Universal;Diametro 19mm;Rodillo de columna de direccion;1.525,00;1.130,00;2023-05-03
7209;RODAMIENTO;88128;;RASTROJERO;Rastrojero;;Rueda trasera - rodamiento con seguro;5.290,00;3.920,00;2023-05-01
7210;RODAMIENTO;89628;11012;RENAULT;Bongo;;Rodamiento de semieje lado volante - DI Int 25,9mm;4.375,00;3.240,00;2023-05-01
7211;RODAMIENTO;120105;11011;RENAULT;Clio;;Rodamiento de semieje - DI Int. 23,9mm;4.375,00;3.240,00;2023-05-01
7212;RODAMIENTO;89628;11012;RENAULT;Clio;;Rodamiento de semieje lado volante - DI Int 25,9mm;4.375,00;3.240,00;2023-05-01
7213;RODAMIENTO;12033;;RENAULT;Clio;Año …/96;Rueda delantera;5.670,00;4.200,00;2023-05-01
7214;RODAMIENTO;12807;12258;RENAULT;Clio;Año 96/...;Rueda delantera;6.845,00;5.070,00;2023-05-01
7215;RODAMIENTO;12025;;RENAULT;Clio;;Rueda trasera con freno a cinta;4.615,00;3.420,00;2023-05-01
7216;RODAMIENTO;12807;12258;RENAULT;Clio II;;Rueda delantera;6.845,00;5.070,00;2023-05-01
7217;RODAMIENTO;41793;;RENAULT;Duster;;Rueda delantera con ABS;13.595,00;10.070,00;2023-05-01
7218;RODAMIENTO;41722;;RENAULT;Duster;4X2;Rueda trasera;15.310,00;11.340,00;2023-05-01
7219;RODAMIENTO;12095;S43;RENAULT;Express;;Maza de rueda trasera sin ABS;21.140,00;15.660,00;2023-05-01
7220;RODAMIENTO;120105;11011;RENAULT;Express;;Rodamiento de semieje - DI Int. 23,9mm;4.375,00;3.240,00;2023-05-01
7221;RODAMIENTO;12807;12258;RENAULT;Express;;Rueda delantera;6.845,00;5.070,00;2023-05-01
7222;RODAMIENTO;12025;;RENAULT;Express;;Rueda trasera;4.615,00;3.420,00;2023-05-01
7223;RODAMIENTO;12271;;RENAULT;Express;Mod. 575 Kg;Rueda trasera;5.900,00;4.370,00;2023-05-01
7224;RODAMIENTO;41793;;RENAULT;Fluence;;Rueda delantera con ABS;13.595,00;10.070,00;2023-05-01
7225;RODAMIENTO;41288;;RENAULT;Fluence;;Rueda trasera;10.260,00;7.600,00;2023-05-01
7226;RODAMIENTO;41977;;RENAULT;Fluence;;Rueda trasera;10.650,00;7.890,00;2023-05-01
7227;RODAMIENTO;10872;;RENAULT;Fuego;;Maza de rueda delantera con rodamiento ;13.350,00;9.890,00;2023-05-01
7228;RODAMIENTO;12095;S43;RENAULT;Fuego;;Maza de rueda trasera;21.140,00;15.660,00;2023-05-01
7229;RODAMIENTO;30204;;RENAULT;Fuego;;Rueda trasera exterior;1.970,00;1.460,00;2023-05-01
7230;RODAMIENTO;30205;;RENAULT;Fuego;;Rueda trasera interior;2.350,00;1.740,00;2023-05-01
7231;RODAMIENTO;12095;S43;RENAULT;Kangoo;;Maza de rueda trasera;21.140,00;15.660,00;2023-05-01
7232;RODAMIENTO;120105;11011;RENAULT;Kangoo;;Rodamiento de semieje - DI Int. 23,9mm;4.375,00;3.240,00;2023-05-01
