cod;rubro;eq1;eq2;marca;modelo;detalle;descripcion;venta;costo;fecha
1562;BOMBA AGUA;682;;KIA;Asia Topic;Motor 2.5 - 2.7 - 3.0 Maza diametro 35mm;Bomba de agua nueva;20.515,00;15.198,00;2023-04-26
1563;BOMBA AGUA;718;;KIA;Asia Topic;Motor 2.5 - 2.7 - 3.0 Maza diametro 41mm;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
1564;BOMBA AGUA;719;;KIA;Asia Topic;Motor 1.3 Maza diametro 33mm;Bomba de agua nueva;20.175,00;14.944,00;2023-04-26
1565;BOMBA AGUA;682;;KIA;Asia Topic;Motor 2.5 - 2.7 - 3.0 Maza diametro 35mm;Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1566;BOMBA AGUA;718;;KIA;Asia Topic;Motor 2.5 - 2.7 - 3.0 Maza diametro 41mm;Bomba de agua reparada;13.965,00;10.346,00;2023-04-26
1567;BOMBA AGUA;719;;KIA;Asia Topic;Motor 1.3 Maza diametro 33mm;Bomba de agua reparada;13.965,00;10.346,00;2023-04-26
1568;BOMBA AGUA;707;;KIA;Asia Towner;;Bomba de agua nueva;23.585,00;17.472,00;2023-04-26
1569;BOMBA AGUA;707;;KIA;Asia Towner;;Bomba de agua reparada;10.260,00;7.599,00;2023-04-26
1570;BOMBA AGUA;682;;KIA;Besta;Motor 2.5 - 2.7 - 3.0 Maza diametro 35mm;Bomba de agua nueva;20.515,00;15.198,00;2023-04-26
1571;BOMBA AGUA;720;;KIA;Besta;2.7 Motor J2;Bomba de agua nueva;25.025,00;18.537,00;2023-04-26
1572;BOMBA AGUA;722;;KIA;Besta;2.0 - 2.2 (Polea 22 dientes);Bomba de agua nueva;23.165,00;17.158,00;2023-04-26
1573;BOMBA AGUA;682;;KIA;Besta;Motor 2.5 - 2.7 - 3.0 Maza diametro 35mm;Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1574;BOMBA AGUA;720;;KIA;Besta;2.7 Motor J2;Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1575;BOMBA AGUA;722;;KIA;Besta;2.0 - 2.2 (Polea 22 dientes);Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1576;BOMBA AGUA;856;;KIA;Cerato;1.6 16V Mot. G4ED Mod. 04/… - 1.6 CVVT 16V Mot. G4FC Mod. 04/…;Bomba de agua nueva;38.385,00;28.435,00;2023-04-26
1577;BOMBA AGUA;856;;KIA;Cerato;1.6 16V Mot. G4ED Mod. 04/… - 1.6 CVVT 16V Mot. G4FC Mod. 04/…;Bomba de agua reparada;18.035,00;13.358,00;2023-04-26
1578;BOMBA AGUA;720;;KIA;Pregio;2.7 Motor J2;Bomba de agua nueva;25.025,00;18.537,00;2023-04-26
1579;BOMBA AGUA;720;;KIA;Pregio;2.7 Motor J2;Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1580;BOMBA AGUA;677;;KIA;Pride;1.3 16V Mod. 91/… Motor B - 3;Bomba de agua nueva;21.855,00;16.190,00;2023-04-26
1581;BOMBA AGUA;677;;KIA;Pride;1.3 16V Mod. 91/… Motor B - 3;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1582;BOMBA AGUA;856;;KIA;Rio;1.4i 16V Mot. G4GD Mod. 05/… - 1.6i 16V Mot. G4ED Mod. 05/…;Bomba de agua nueva;38.385,00;28.435,00;2023-04-26
1583;BOMBA AGUA;856;;KIA;Rio;1.4i 16V Mot. G4GD Mod. 05/… - 1.6i 16V Mot. G4ED Mod. 05/…;Bomba de agua reparada;18.035,00;13.358,00;2023-04-26
1584;BOMBA AGUA;677;;KIA;Sephia;1.5i - 1.6i 16V;Bomba de agua nueva;21.855,00;16.190,00;2023-04-26
1585;BOMBA AGUA;721;;KIA;Sephia;1.6 - 1.8Lts.;Bomba de agua nueva;28.245,00;20.921,00;2023-04-26
1586;BOMBA AGUA;677;;KIA;Sephia;1.5i - 1.6i 16V;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1587;BOMBA AGUA;721;;KIA;Sephia;1.6 - 1.8Lts.;Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1588;BOMBA AGUA;851;;KIA;Sorento;2.4i 16V Mot. G4JSG Mod. 03/06 - 2.5 CRDI 16V Mot. D4CB Mod. 02/… - 2.5 CRDI 170 16V Mot. D4CB Mod. 06/… - 3.5i 24V V6 Mot. 6G72 Mod. 03/06;Bomba de agua nueva;36.835,00;27.286,00;2023-04-26
1589;BOMBA AGUA;851;;KIA;Sorento;2.4i 16V Mot. G4JSG Mod. 03/06 - 2.5 CRDI 16V Mot. D4CB Mod. 02/… - 2.5 CRDI 170 16V Mot. D4CB Mod. 06/… - 3.5i 24V V6 Mot. 6G72 Mod. 03/06;Bomba de agua reparada;11.385,00;8.434,00;2023-04-26
1590;BOMBA AGUA;857;;KIA;Soul;1.6 CRDI 16V Mot. L-U 2 Mod. 08/…;Bomba de agua nueva;26.085,00;19.324,00;2023-04-26
1591;BOMBA AGUA;857;;KIA;Soul;1.6 CRDI 16V Mot. L-U 2 Mod. 08/…;Bomba de agua reparada;16.595,00;12.294,00;2023-04-26
1592;BOMBA AGUA;722;;KIA;Sportage;2.0 - 2.2 (Polea 22 dientes);Bomba de agua nueva;23.165,00;17.158,00;2023-04-26
1593;BOMBA AGUA;723;;KIA;Sportage;2.0 (Polea 22 dientes);Bomba de agua nueva;23.585,00;17.472,00;2023-04-26
1594;BOMBA AGUA;722;;KIA;Sportage;2.0 - 2.2 (Polea 22 dientes);Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1595;BOMBA AGUA;723;;KIA;Sportage;2.0 (Polea 22 dientes);Bomba de agua reparada;12.250,00;9.075,00;2023-04-26
1596;BOMBA AGUA;A/C339;;LADA;Laika;;Antecuerpo bomba de agua;0,00;VER;2023-04-26
1597;BOMBA AGUA;339;;LADA;Laika;;Bomba de agua nueva;13.265,00;9.825,00;2023-04-26
1598;BOMBA AGUA;339;;LADA;Laika;;Bomba de agua reparada;7.250,00;5.372,00;2023-04-26
1599;BOMBA AGUA;A/C339;;LADA;Niva;4x4;Antecuerpo bomba de agua;0,00;VER;2023-04-26
1600;BOMBA AGUA;339;;LADA;Niva;4x4;Bomba de agua nueva;13.265,00;9.825,00;2023-04-26
1601;BOMBA AGUA;339;;LADA;Niva;4x4;Bomba de agua reparada;7.250,00;5.372,00;2023-04-26
1602;BOMBA AGUA;522;;LADA;Samara;1.1 - 1.3 - 1.5 (Polea 21 dientes-ancho 34mm);Bomba de agua nueva;20.175,00;14.944,00;2023-04-26
1603;BOMBA AGUA;668;;LADA;Samara;1.1 - 1.3 (Polea 21 dientes-ancho 26,5mm);Bomba de agua nueva;17.495,00;12.959,00;2023-04-26
1604;BOMBA AGUA;522;;LADA;Samara;1.1 - 1.3 - 1.5 (Polea 21 dientes-ancho 34mm);Bomba de agua reparada;10.260,00;7.599,00;2023-04-26
1605;BOMBA AGUA;668;;LADA;Samara;1.1 - 1.3 (Polea 21 dientes-ancho 26,5mm);Bomba de agua reparada;10.260,00;7.599,00;2023-04-26
1606;BOMBA AGUA;186;;MASSEY FERGUSON;1075;;Bomba de agua nueva;25.545,00;18.924,00;2023-04-26
1607;BOMBA AGUA;186;;MASSEY FERGUSON;1075;;Bomba de agua reparada;10.375,00;7.684,00;2023-04-26
1608;BOMBA AGUA;152;;MASSEY FERGUSON;1095;C/ POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua nueva;98.385,00;72.878,00;2023-04-26
1609;BOMBA AGUA;153;;MASSEY FERGUSON;1095;S/POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua nueva;98.385,00;72.878,00;2023-04-26
1610;BOMBA AGUA;501;;MASSEY FERGUSON;1095;C/ POLEA (Eje DI 24mm-P/2 termostatos y polea de 3 vias);Bomba de agua nueva;96.165,00;71.233,00;2023-04-26
1611;BOMBA AGUA;502;;MASSEY FERGUSON;1095;C/ POLEA (Eje DI 24mm-Para 2 termostatos y polea de 2 vias);Bomba de agua nueva;88.765,00;65.751,00;2023-04-26
1612;BOMBA AGUA;554;;MASSEY FERGUSON;1095;S/ POLEA (Eje DI 24mm-Para 2 termostatos);Bomba de agua nueva;76.005,00;56.301,00;2023-04-26
1613;BOMBA AGUA;152;;MASSEY FERGUSON;1095;C/ POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua reparada;27.395,00;20.292,00;2023-04-26
1614;BOMBA AGUA;153;;MASSEY FERGUSON;1095;S/POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua reparada;27.395,00;20.292,00;2023-04-26
1615;BOMBA AGUA;501;;MASSEY FERGUSON;1095;C/ POLEA (Eje DI 24mm-P/2 termostatos y polea de 3 vias);Bomba de agua reparada;28.520,00;21.127,00;2023-04-26
1616;BOMBA AGUA;502;;MASSEY FERGUSON;1095;C/ POLEA (Eje DI 24mm-Para 2 termostatos y polea de 2 vias);Bomba de agua reparada;28.520,00;21.127,00;2023-04-26
1617;BOMBA AGUA;554;;MASSEY FERGUSON;1095;S/ POLEA (Eje DI 24mm-Para 2 termostatos);Bomba de agua reparada;28.470,00;21.090,00;2023-04-26
1618;BOMBA AGUA;152;;MASSEY FERGUSON;1098;C/ POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua nueva;98.385,00;72.878,00;2023-04-26
1619;BOMBA AGUA;153;;MASSEY FERGUSON;1098;S/POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua nueva;98.385,00;72.878,00;2023-04-26
1620;BOMBA AGUA;152;;MASSEY FERGUSON;1098;C/ POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua reparada;27.395,00;20.292,00;2023-04-26
1621;BOMBA AGUA;153;;MASSEY FERGUSON;1098;S/POLEA (Eje diametro 24mm-Para un termostato);Bomba de agua reparada;27.395,00;20.292,00;2023-04-26
1622;BOMBA AGUA;501;;MASSEY FERGUSON;1215;C/ POLEA (Eje DI 24mm-P/2 termostatos y polea de 3 vias);Bomba de agua nueva;96.165,00;71.233,00;2023-04-26
1623;BOMBA AGUA;502;;MASSEY FERGUSON;1215;C/ POLEA (Eje DI 24mm-Para 2 termostatos y polea de 2 vias);Bomba de agua nueva;88.765,00;65.751,00;2023-04-26
1624;BOMBA AGUA;554;;MASSEY FERGUSON;1215;S/ POLEA (Eje DI 24mm-Para 2 termostatos);Bomba de agua nueva;76.005,00;56.301,00;2023-04-26
1625;BOMBA AGUA;501;;MASSEY FERGUSON;1215;C/ POLEA (Eje DI 24mm-P/2 termostatos y polea de 3 vias);Bomba de agua reparada;28.520,00;21.127,00;2023-04-26
1626;BOMBA AGUA;502;;MASSEY FERGUSON;1215;C/ POLEA (Eje DI 24mm-Para 2 termostatos y polea de 2 vias);Bomba de agua reparada;28.520,00;21.127,00;2023-04-26
1627;BOMBA AGUA;554;;MASSEY FERGUSON;1215;S/ POLEA (Eje DI 24mm-Para 2 termostatos);Bomba de agua reparada;28.470,00;21.090,00;2023-04-26
1628;BOMBA AGUA;677;;MAZDA;121;16V Mod. 89/…;Bomba de agua nueva;21.855,00;16.190,00;2023-04-26
1629;BOMBA AGUA;677;;MAZDA;121;16V Mod. 89/…;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1630;BOMBA AGUA;544;;MAZDA;323;Motor 1.1 - 1.3 - 1.5 Mod. 80/85;Bomba de agua nueva;16.840,00;12.475,00;2023-04-26
1631;BOMBA AGUA;671;;MAZDA;323;1.3 SW - 1.4 SW;Bomba de agua nueva;25.545,00;18.924,00;2023-04-26
1632;BOMBA AGUA;672;;MAZDA;323;Motor 2.0 - 2.5;Bomba de agua nueva;33.635,00;24.914,00;2023-04-26
1633;BOMBA AGUA;673;;MAZDA;323;1.8i - 2.0i 16V;Bomba de agua nueva;28.930,00;21.429,00;2023-04-26
1634;BOMBA AGUA;677;;MAZDA;323;16V Mod. 89/…;Bomba de agua nueva;21.855,00;16.190,00;2023-04-26
1635;BOMBA AGUA;544;;MAZDA;323;Motor 1.1 - 1.3 - 1.5 Mod. 80/85;Bomba de agua reparada;11.955,00;8.857,00;2023-04-26
1636;BOMBA AGUA;671;;MAZDA;323;1.3 SW - 1.4 SW;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1637;BOMBA AGUA;672;;MAZDA;323;Motor 2.0 - 2.5;Bomba de agua reparada;14.850,00;10.999,00;2023-04-26
1638;BOMBA AGUA;673;;MAZDA;323;1.8i - 2.0i 16V;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1639;BOMBA AGUA;677;;MAZDA;323;16V Mod. 89/…;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1640;BOMBA AGUA;543;;MAZDA;626;Motor 1.6 Mod. 78/80;Bomba de agua nueva;54.115,00;40.087,00;2023-04-26
1641;BOMBA AGUA;672;;MAZDA;626;Motor 2.0 - 2.5;Bomba de agua nueva;33.635,00;24.914,00;2023-04-26
1642;BOMBA AGUA;673;;MAZDA;626;1.8i - 2.0i 16V;Bomba de agua nueva;28.930,00;21.429,00;2023-04-26
1643;BOMBA AGUA;674;;MAZDA;626;1.6 - 1.8 - 2.0 Mod. …/86;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
1644;BOMBA AGUA;675;;MAZDA;626;1.6 - 1.8 - 2.0 Mod. 87/…;Bomba de agua nueva;24.210,00;17.932,00;2023-04-26
1645;BOMBA AGUA;676;;MAZDA;626;2.0 - 2.2;Bomba de agua nueva;32.280,00;23.910,00;2023-04-26
1646;BOMBA AGUA;543;;MAZDA;626;Motor 1.6 Mod. 78/80;Bomba de agua reparada;15.585,00;11.543,00;2023-04-26
1647;BOMBA AGUA;672;;MAZDA;626;Motor 2.0 - 2.5;Bomba de agua reparada;14.850,00;10.999,00;2023-04-26
1648;BOMBA AGUA;673;;MAZDA;626;1.8i - 2.0i 16V;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1649;BOMBA AGUA;674;;MAZDA;626;1.6 - 1.8 - 2.0 Mod. …/86;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1650;BOMBA AGUA;675;;MAZDA;626;1.6 - 1.8 - 2.0 Mod. 87/…;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1651;BOMBA AGUA;676;;MAZDA;626;2.0 - 2.2;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1652;BOMBA AGUA;674;;MAZDA;929;1.6 - 1.8 - 2.0 Mod. …/86;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
1653;BOMBA AGUA;675;;MAZDA;929;1.6 - 1.8 - 2.0 Mod. 87/…;Bomba de agua nueva;24.210,00;17.932,00;2023-04-26
1654;BOMBA AGUA;674;;MAZDA;929;1.6 - 1.8 - 2.0 Mod. …/86;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1655;BOMBA AGUA;675;;MAZDA;929;1.6 - 1.8 - 2.0 Mod. 87/…;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1656;BOMBA AGUA;676;;MAZDA;Espectrum;2.0 - 2.2;Bomba de agua nueva;32.280,00;23.910,00;2023-04-26
1657;BOMBA AGUA;676;;MAZDA;Espectrum;2.0 - 2.2;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1658;BOMBA AGUA;901;;MAZDA;Pick Up;B 2500 mpv 12V;Bomba de agua nueva;25.320,00;18.755,00;2023-04-26
1659;BOMBA AGUA;901;;MAZDA;Pick Up;B 2500 mpv 12V;Bomba de agua reparada;11.385,00;8.434,00;2023-04-26
1660;BOMBA AGUA;754;;MAZDA;S2;Autoelevador Motor 2.2Lts.;Bomba de agua nueva;42.340,00;31.363,00;2023-04-26
1661;BOMBA AGUA;754;;MAZDA;S2;Autoelevador Motor 2.2Lts.;Bomba de agua reparada;16.990,00;12.584,00;2023-04-26
1662;BOMBA AGUA;755;;MAZDA;Titan;Autoelevador;Bomba de agua nueva;45.870,00;33.977,00;2023-04-26
1663;BOMBA AGUA;755;;MAZDA;Titan;Autoelevador;Bomba de agua reparada;20.190,00;14.956,00;2023-04-26
1664;BOMBA AGUA;674;;MAZDA;Van;1.6 - 1.8 - 2.0 Mod. …/86;Bomba de agua nueva;26.905,00;19.929,00;2023-04-26
1665;BOMBA AGUA;675;;MAZDA;Van;1.6 - 1.8 - 2.0 Mod. 87/…;Bomba de agua nueva;24.210,00;17.932,00;2023-04-26
1666;BOMBA AGUA;674;;MAZDA;Van;1.6 - 1.8 - 2.0 Mod. …/86;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1667;BOMBA AGUA;675;;MAZDA;Van;1.6 - 1.8 - 2.0 Mod. 87/…;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1668;BOMBA AGUA;672;;MAZDA;Wagon;Motor 2.0 - 2.5;Bomba de agua nueva;33.635,00;24.914,00;2023-04-26
1669;BOMBA AGUA;676;;MAZDA;Wagon;2.0 - 2.2;Bomba de agua nueva;32.280,00;23.910,00;2023-04-26
1670;BOMBA AGUA;672;;MAZDA;Wagon;Motor 2.0 - 2.5;Bomba de agua reparada;14.850,00;10.999,00;2023-04-26
1671;BOMBA AGUA;676;;MAZDA;Wagon;2.0 - 2.2;Bomba de agua reparada;12.415,00;9.196,00;2023-04-26
1672;BOMBA AGUA;755;;MAZDA;Yale;Autoelevador;Bomba de agua nueva;45.870,00;33.977,00;2023-04-26
1673;BOMBA AGUA;756;;MAZDA;Yale;Autoelevador H - A;Bomba de agua nueva;42.015,00;31.121,00;2023-04-26
1674;BOMBA AGUA;755;;MAZDA;Yale;Autoelevador;Bomba de agua reparada;20.190,00;14.956,00;2023-04-26
1675;BOMBA AGUA;756;;MAZDA;Yale;Autoelevador H - A;Bomba de agua reparada;21.740,00;16.105,00;2023-04-26
1676;BOMBA AGUA;785;;MERCEDES BENZ;170;E - TE - CE;Bomba de agua nueva;57.825,00;42.834,00;2023-04-26
1677;BOMBA AGUA;785;;MERCEDES BENZ;170;E - TE - CE;Bomba de agua reparada;15.745,00;11.664,00;2023-04-26
1678;BOMBA AGUA;575;;MERCEDES BENZ;180;FURGON Mod. 91/96;Bomba de agua nueva;25.745,00;19.070,00;2023-04-26
1679;BOMBA AGUA;785;;MERCEDES BENZ;180;Nafta - Diesel;Bomba de agua nueva;57.825,00;42.834,00;2023-04-26
1680;BOMBA AGUA;575;;MERCEDES BENZ;180;FURGON Mod. 91/96;Bomba de agua reparada;17.070,00;12.645,00;2023-04-26
1681;BOMBA AGUA;785;;MERCEDES BENZ;180;Nafta - Diesel;Bomba de agua reparada;15.745,00;11.664,00;2023-04-26
1682;BOMBA AGUA;785;;MERCEDES BENZ;220;E - TE - CE;Bomba de agua nueva;57.825,00;42.834,00;2023-04-26
1683;BOMBA AGUA;785;;MERCEDES BENZ;220;E - TE - CE;Bomba de agua reparada;15.745,00;11.664,00;2023-04-26
1684;BOMBA AGUA;785;;MERCEDES BENZ;230;ML / E (Modelo 1999/…);Bomba de agua nueva;57.825,00;42.834,00;2023-04-26
1685;BOMBA AGUA;785;;MERCEDES BENZ;230;ML / E (Modelo 1999/…);Bomba de agua reparada;15.745,00;11.664,00;2023-04-26
1686;BOMBA AGUA;589;;MERCEDES BENZ;250;D;Bomba de agua nueva;30.235,00;22.397,00;2023-04-26
1687;BOMBA AGUA;589;;MERCEDES BENZ;250;D;Bomba de agua reparada;17.610,00;13.044,00;2023-04-26
1688;BOMBA AGUA;589;;MERCEDES BENZ;300;D/TD;Bomba de agua nueva;30.235,00;22.397,00;2023-04-26
1689;BOMBA AGUA;589;;MERCEDES BENZ;300;D/TD;Bomba de agua reparada;17.610,00;13.044,00;2023-04-26
1690;BOMBA AGUA;589;;MERCEDES BENZ;408;D 2.4 cc;Bomba de agua nueva;30.235,00;22.397,00;2023-04-26
1691;BOMBA AGUA;589;;MERCEDES BENZ;408;D 2.4 cc;Bomba de agua reparada;17.610,00;13.044,00;2023-04-26
1692;BOMBA AGUA;589;;MERCEDES BENZ;602;TD;Bomba de agua nueva;30.235,00;22.397,00;2023-04-26
1693;BOMBA AGUA;589;;MERCEDES BENZ;602;TD;Bomba de agua reparada;17.610,00;13.044,00;2023-04-26
1694;BOMBA AGUA;78;;MERCEDES BENZ;608;D - L - LO -  OM 314;Bomba de agua nueva;35.510,00;26.305,00;2023-04-26
1695;BOMBA AGUA;78;;MERCEDES BENZ;608;D - L - LO -  OM 314;Bomba de agua reparada;14.490,00;10.733,00;2023-04-26
1696;BOMBA AGUA;489;;MERCEDES BENZ;710;OM 364;Bomba de agua nueva;37.685,00;27.915,00;2023-04-26
1697;BOMBA AGUA;489;;MERCEDES BENZ;710;OM 364;Bomba de agua reparada;16.055,00;11.894,00;2023-04-26
1698;BOMBA AGUA;730;;MERCEDES BENZ;712;CAMION (Para un termostato);Bomba de agua nueva;70.255,00;52.042,00;2023-04-26
1699;BOMBA AGUA;730;;MERCEDES BENZ;712;CAMION (Para un termostato);Bomba de agua reparada;28.815,00;21.344,00;2023-04-26
1700;BOMBA AGUA;730;;MERCEDES BENZ;715;CAMION (Para un termostato);Bomba de agua nueva;70.255,00;52.042,00;2023-04-26
1701;BOMBA AGUA;730;;MERCEDES BENZ;715;CAMION (Para un termostato);Bomba de agua reparada;28.815,00;21.344,00;2023-04-26
1702;BOMBA AGUA;37;;MERCEDES BENZ;1112;OM 321;Bomba de agua nueva;32.280,00;23.910,00;2023-04-26
1703;BOMBA AGUA;37;;MERCEDES BENZ;1112;OM 321;Bomba de agua reparada;14.490,00;10.733,00;2023-04-26
1704;BOMBA AGUA;105;;MERCEDES BENZ;1113;OM 352 A;Bomba de agua nueva;33.275,00;24.648,00;2023-04-26
1705;BOMBA AGUA;105;;MERCEDES BENZ;1113;OM 352 A;Bomba de agua reparada;14.195,00;10.515,00;2023-04-26
1706;BOMBA AGUA;105;;MERCEDES BENZ;1114;OM 352;Bomba de agua nueva;33.275,00;24.648,00;2023-04-26
1707;BOMBA AGUA;105;;MERCEDES BENZ;1114;OM 352;Bomba de agua reparada;14.195,00;10.515,00;2023-04-26
1708;BOMBA AGUA;730;;MERCEDES BENZ;1115;CAMION (Para un termostato);Bomba de agua nueva;70.255,00;52.042,00;2023-04-26
1709;BOMBA AGUA;730;;MERCEDES BENZ;1115;CAMION (Para un termostato);Bomba de agua reparada;28.815,00;21.344,00;2023-04-26
1710;BOMBA AGUA;365;;MERCEDES BENZ;1215;OM 366 - OM 366 A / LA;Bomba de agua nueva;40.690,00;30.141,00;2023-04-26
1711;BOMBA AGUA;365;;MERCEDES BENZ;1215;OM 366 - OM 366 A / LA;Bomba de agua reparada;14.310,00;10.600,00;2023-04-26
1712;BOMBA AGUA;730;;MERCEDES BENZ;1417;OF 1417 Motor OM 904 ELECTRONICO(Para un termostato);Bomba de agua nueva;70.255,00;52.042,00;2023-04-26
1713;BOMBA AGUA;757;;MERCEDES BENZ;1417;OF 1417 Motor OM 904 ELECTRONICO (Para dos termostatos);Bomba de agua nueva;81.020,00;60.016,00;2023-04-26
1714;BOMBA AGUA;730;;MERCEDES BENZ;1417;OF 1417 Motor OM 904 ELECTRONICO(Para un termostato);Bomba de agua reparada;28.815,00;21.344,00;2023-04-26
1715;BOMBA AGUA;757;;MERCEDES BENZ;1417;OF 1417 Motor OM 904 ELECTRONICO (Para dos termostatos);Bomba de agua reparada;28.830,00;21.357,00;2023-04-26
1716;BOMBA AGUA;160;;MERCEDES BENZ;1419;OM 355;Bomba de agua nueva;57.155,00;42.338,00;2023-04-26
1717;BOMBA AGUA;160;;MERCEDES BENZ;1419;OM 355;Bomba de agua reparada;19.685,00;14.581,00;2023-04-26
1718;BOMBA AGUA;105;;MERCEDES BENZ;1517;OM 352;Bomba de agua nueva;33.275,00;24.648,00;2023-04-26
1719;BOMBA AGUA;160;;MERCEDES BENZ;1517;OM 355;Bomba de agua nueva;57.155,00;42.338,00;2023-04-26
1720;BOMBA AGUA;105;;MERCEDES BENZ;1517;OM 352;Bomba de agua reparada;14.195,00;10.515,00;2023-04-26
1721;BOMBA AGUA;160;;MERCEDES BENZ;1517;OM 355;Bomba de agua reparada;19.685,00;14.581,00;2023-04-26
1722;BOMBA AGUA;160;;MERCEDES BENZ;1519;OM 355;Bomba de agua nueva;57.155,00;42.338,00;2023-04-26
1723;BOMBA AGUA;160;;MERCEDES BENZ;1519;OM 355;Bomba de agua reparada;19.685,00;14.581,00;2023-04-26
1724;BOMBA AGUA;160;;MERCEDES BENZ;1521;OM 355;Bomba de agua nueva;57.155,00;42.338,00;2023-04-26
1725;BOMBA AGUA;160;;MERCEDES BENZ;1521;OM 355;Bomba de agua reparada;19.685,00;14.581,00;2023-04-26
1726;BOMBA AGUA;37;;MERCEDES BENZ;3500;OM 321;Bomba de agua nueva;32.280,00;23.910,00;2023-04-26
1727;BOMBA AGUA;37;;MERCEDES BENZ;3500;OM 321;Bomba de agua reparada;14.490,00;10.733,00;2023-04-26
1728;BOMBA AGUA;178;;MERCEDES BENZ;C200;;Bomba de agua nueva;24.060,00;17.823,00;2023-04-26
1729;BOMBA AGUA;785;;MERCEDES BENZ;C200;Nafta - Diesel;Bomba de agua nueva;57.825,00;42.834,00;2023-04-26
1730;BOMBA AGUA;178;;MERCEDES BENZ;C200;;Bomba de agua reparada;14.995,00;11.108,00;2023-04-26
1731;BOMBA AGUA;785;;MERCEDES BENZ;C200;Nafta - Diesel;Bomba de agua reparada;15.745,00;11.664,00;2023-04-26
1732;BOMBA AGUA;178;;MERCEDES BENZ;C220;;Bomba de agua nueva;24.060,00;17.823,00;2023-04-26
1733;BOMBA AGUA;178;;MERCEDES BENZ;C220;;Bomba de agua reparada;14.995,00;11.108,00;2023-04-26
1734;BOMBA AGUA;178;;MERCEDES BENZ;C230;;Bomba de agua nueva;24.060,00;17.823,00;2023-04-26
1735;BOMBA AGUA;178;;MERCEDES BENZ;C230;;Bomba de agua reparada;14.995,00;11.108,00;2023-04-26
1736;BOMBA AGUA;178;;MERCEDES BENZ;C250;;Bomba de agua nueva;24.060,00;17.823,00;2023-04-26
1737;BOMBA AGUA;178;;MERCEDES BENZ;C250;;Bomba de agua reparada;14.995,00;11.108,00;2023-04-26
1738;BOMBA AGUA;178;;MERCEDES BENZ;C280;;Bomba de agua nueva;24.060,00;17.823,00;2023-04-26
1739;BOMBA AGUA;178;;MERCEDES BENZ;C280;;Bomba de agua reparada;14.995,00;11.108,00;2023-04-26
1740;BOMBA AGUA;759;;MERCEDES BENZ;Clase A;160;Bomba de agua nueva;22.870,00;16.940,00;2023-04-26
1741;BOMBA AGUA;759;;MERCEDES BENZ;Clase A;160;Bomba de agua reparada;14.490,00;10.733,00;2023-04-26
1742;BOMBA AGUA;859;;MERCEDES BENZ;Clase E;190 2.6 (M103.942) Mod. 86/93 - 300 (M103.983/985) Mod 93/96;Bomba de agua nueva;61.830,00;45.799,00;2023-04-26
1743;BOMBA AGUA;859;;MERCEDES BENZ;Clase E;190 2.6 (M103.942) Mod. 86/93 - 300 (M103.983/985) Mod 93/96;Bomba de agua reparada;30.530,00;22.615,00;2023-04-26
1744;BOMBA AGUA;859;;MERCEDES BENZ;Clase G;300 (103.987) Mod. 90/…;Bomba de agua nueva;61.830,00;45.799,00;2023-04-26
1745;BOMBA AGUA;859;;MERCEDES BENZ;Clase G;300 (103.987) Mod. 90/…;Bomba de agua reparada;30.530,00;22.615,00;2023-04-26
1746;BOMBA AGUA;859;;MERCEDES BENZ;Clase S;260 SE (103.941) Mod. 85/91 - 300 SE-SEL (M103.941) Mod. 85/91;Bomba de agua nueva;61.830,00;45.799,00;2023-04-26
